time_center_iso,zscore,kind,idx_local,station_id
2026-05-02T06:27:30.419538,3.192846043951634,peak,961,CART
2026-05-02T06:44:25.419538,4.144518119150002,peak,1976,CART
2026-05-02T07:01:16.419538,3.0262577507253634,peak,2987,CART
2026-05-02T07:02:00.419538,3.7606357940708497,peak,3031,CART
2026-05-02T07:05:09.419538,2.054935335750022,peak,3220,CART
2026-05-02T07:05:53.419538,2.5525517288245885,peak,3264,CART
2026-05-02T07:06:09.419538,2.3369153683683965,peak,3280,CART
2026-05-02T07:29:41.419538,2.007431357721141,peak,4692,CART
2026-05-02T08:01:04.419538,2.177129575294526,peak,6575,CART
2026-05-02T08:06:06.419538,2.54804050403114,peak,6877,CART
2026-05-02T09:06:40.419538,3.720243506861759,peak,10511,CART
2026-05-02T09:32:22.419538,2.332612381824088,peak,12053,CART
2026-05-02T09:56:38.419538,2.414973440848156,peak,13509,CART
2026-05-02T10:36:01.419538,2.2190761140828106,peak,15872,CART
2026-05-02T10:37:30.419538,2.064721968041945,peak,15961,CART
2026-05-02T10:38:32.419538,2.3154218149510077,peak,16023,CART
2026-05-02T11:02:56.419538,3.084174958836602,peak,17487,CART
2026-05-02T11:06:44.419538,2.056626247834522,peak,17715,CART
2026-05-02T11:07:01.419538,2.8244703558101967,peak,17732,CART
2026-05-02T11:37:02.419538,2.413866733731482,peak,19533,CART
2026-05-02T11:38:42.419538,2.0405842622514023,peak,19633,CART
2026-05-02T11:46:01.419538,2.078014945439306,peak,20072,CART
2026-05-02T11:53:43.419538,2.3368916972632308,peak,20534,CART
2026-05-02T11:53:52.419538,2.273843922021828,peak,20543,CART
2026-05-02T12:00:32.419538,2.260535798285166,peak,20943,CART
2026-05-02T12:00:39.419538,2.150639284168833,peak,20950,CART
2026-05-02T12:01:25.419538,2.835192889667779,peak,20996,CART
2026-05-02T12:03:20.419538,2.3020956250651494,peak,21111,CART
2026-05-02T12:04:48.419538,2.602126678894173,peak,21199,CART
2026-05-02T12:05:19.419538,2.0568780073317723,peak,21230,CART
2026-05-02T12:14:56.419538,2.3204203404528045,peak,21807,CART
2026-05-02T12:15:31.419538,3.155075960722442,peak,21842,CART
2026-05-02T12:15:45.419538,2.531393374109074,peak,21856,CART
2026-05-02T12:16:05.419538,2.028106203455494,peak,21876,CART
2026-05-02T12:18:33.419538,2.327550498984373,peak,22024,CART
2026-05-02T12:21:00.419538,2.397172878134485,peak,22171,CART
2026-05-02T12:21:22.419538,3.6699052865628823,peak,22193,CART
2026-05-02T12:22:45.419538,3.093618254279785,peak,22276,CART
2026-05-02T12:28:23.419538,2.145178238898829,peak,22614,CART
2026-05-02T12:34:43.419538,2.3556210131625304,peak,22994,CART
2026-05-02T12:40:31.419538,2.12689571855843,peak,23342,CART
2026-05-02T12:41:48.419538,2.4601970275192127,peak,23419,CART
2026-05-02T12:43:14.419538,2.2691647982401397,peak,23505,CART
2026-05-02T12:46:48.419538,2.488351492568749,peak,23719,CART
2026-05-02T12:47:22.419538,2.2780509236310813,peak,23753,CART
2026-05-02T12:48:56.419538,2.8571835098149254,peak,23847,CART
2026-05-02T12:52:33.419538,2.2127604373044933,peak,24064,CART
2026-05-02T13:00:01.419538,2.506577907609791,peak,24512,CART
2026-05-02T13:05:57.419538,3.619601389169365,peak,24868,CART
2026-05-02T13:16:08.419538,2.0305369713750414,peak,25479,CART
2026-05-02T13:17:06.419538,9.532306117778957,peak,25537,CART
2026-05-02T14:22:01.419538,2.2245337994609318,peak,29432,CART
2026-05-02T14:50:26.419538,2.5586418810021354,peak,31137,CART
2026-05-02T14:50:31.419538,2.167202723464688,peak,31142,CART
2026-05-02T14:53:28.419538,2.026161268818873,peak,31319,CART
2026-05-02T14:55:13.419538,2.06733516613424,peak,31424,CART
2026-05-02T14:55:28.419538,2.2834153161400987,peak,31439,CART
2026-05-02T15:00:19.419538,2.2483749720605943,peak,31730,CART
2026-05-02T15:01:21.419538,2.2349106680454818,peak,31792,CART
2026-05-02T15:06:47.419538,3.0981419634097294,peak,32118,CART
2026-05-02T15:10:39.419538,2.1719575175609616,peak,32350,CART
2026-05-02T15:11:02.419538,2.060589190074065,peak,32373,CART
2026-05-02T15:13:31.419538,2.235831034824995,peak,32522,CART
2026-05-02T15:13:52.419538,2.356083225070479,peak,32543,CART
2026-05-02T15:17:03.419538,2.4535663571839708,peak,32734,CART
2026-05-02T17:16:44.419538,2.101322986565904,peak,39915,CART
2026-05-02T17:17:40.419538,2.99167806121643,peak,39971,CART
2026-05-02T17:19:17.419538,3.122361179484352,peak,40068,CART
2026-05-02T17:43:15.419538,2.1211229163986545,peak,41506,CART
2026-05-02T17:44:21.419538,2.5836618765152344,peak,41572,CART
2026-05-02T18:18:15.419538,2.0782173755123505,peak,43606,CART
2026-05-02T18:28:32.419538,2.0428235749368064,peak,44223,CART
2026-05-02T18:30:05.419538,2.155735764610537,peak,44316,CART
2026-05-02T18:30:37.419538,3.162607395116887,peak,44348,CART
2026-05-02T18:31:50.419538,3.2378359723752244,peak,44421,CART
2026-05-02T18:32:21.419538,2.072921440849734,peak,44452,CART
2026-05-02T18:32:50.419538,2.954255733406677,peak,44481,CART
2026-05-02T18:33:43.419538,2.1663482374061136,peak,44534,CART
2026-05-02T18:34:19.419538,2.192705521373311,peak,44570,CART
2026-05-02T18:34:36.419538,2.936661172793445,peak,44587,CART
2026-05-02T18:35:12.419538,2.8055145452944337,peak,44623,CART
2026-05-02T18:35:52.419538,4.279644572375401,peak,44663,CART
2026-05-02T18:37:20.419538,2.0029929106947817,peak,44751,CART
2026-05-02T18:37:30.419538,2.14022629883862,peak,44761,CART
2026-05-02T18:38:37.419538,2.1581400880682917,peak,44828,CART
2026-05-02T18:39:14.419538,2.0653944820649586,peak,44865,CART
2026-05-02T18:40:20.419538,2.42924114914334,peak,44931,CART
2026-05-02T18:43:26.419538,2.224049483058986,peak,45117,CART
2026-05-02T18:45:11.419538,2.0739700249167186,peak,45222,CART
2026-05-02T18:45:41.419538,2.112758800262988,peak,45252,CART
2026-05-02T18:48:03.419538,2.034709574504169,peak,45394,CART
2026-05-02T18:49:46.419538,2.952504274767316,peak,45497,CART
2026-05-02T18:51:36.419538,2.0681751765054783,peak,45607,CART
2026-05-02T18:53:56.419538,2.5546443094778573,peak,45747,CART
2026-05-02T18:54:43.419538,2.3074837990823163,peak,45794,CART
2026-05-02T18:59:10.419538,2.4426447886497447,peak,46061,CART
2026-05-02T18:59:43.419538,2.1145957179281867,peak,46094,CART
2026-05-02T19:00:36.419538,2.6184854917618803,peak,46147,CART
2026-05-02T19:00:59.419538,2.274538215980298,peak,46170,CART
2026-05-02T19:05:50.419538,12.806731103515189,peak,46461,CART
2026-05-02T19:06:52.419538,2.178300639797484,peak,46523,CART
2026-05-02T19:09:02.419538,2.2744545905117266,peak,46653,CART
2026-05-02T19:13:40.419538,2.044569912797303,peak,46931,CART
2026-05-02T19:14:51.419538,2.5218822152559337,peak,47002,CART
2026-05-02T19:15:21.419538,2.930441209145425,peak,47032,CART
2026-05-02T19:15:51.419538,2.093351869352093,peak,47062,CART
2026-05-02T19:18:03.419538,2.865718439028837,peak,47194,CART
2026-05-02T19:19:54.419538,3.2399072260895125,peak,47305,CART
2026-05-02T19:20:00.419538,2.3909912212037234,peak,47311,CART
2026-05-02T19:21:22.419538,3.348715925940044,peak,47393,CART
2026-05-02T19:22:38.419538,3.30211228883936,peak,47469,CART
2026-05-02T19:25:45.419538,2.095767973576565,peak,47656,CART
2026-05-02T19:31:22.419538,2.2292609549724887,peak,47993,CART
2026-05-02T19:36:19.419538,3.1520255335270524,peak,48290,CART
2026-05-02T19:39:03.419538,2.112428058414228,peak,48454,CART
2026-05-02T19:39:58.419538,2.29666752066842,peak,48509,CART
2026-05-02T19:45:08.419538,2.518352392256317,peak,48819,CART
2026-05-02T19:49:49.419538,2.1666011949163915,peak,49100,CART
2026-05-02T19:50:40.419538,2.2048955304772515,peak,49151,CART
2026-05-02T19:53:11.419538,2.571109676516249,peak,49302,CART
2026-05-02T19:53:44.419538,2.7093971664790266,peak,49335,CART
2026-05-02T19:53:58.419538,2.1218538003517367,peak,49349,CART
2026-05-02T19:54:10.419538,2.0600566628905423,peak,49361,CART
2026-05-02T19:55:02.419538,3.138218706461287,peak,49413,CART
2026-05-02T19:56:12.419538,3.2202750642605382,peak,49483,CART
2026-05-02T19:56:45.419538,3.1945571071396968,peak,49516,CART
2026-05-02T19:57:26.419538,2.064005018147657,peak,49557,CART
2026-05-02T19:57:43.419538,2.4824475887347,peak,49574,CART
2026-05-02T20:00:13.419538,2.5149772452929087,peak,49724,CART
2026-05-02T20:04:14.419538,2.3441780666320757,peak,49965,CART
2026-05-02T20:12:04.419538,2.327866695185816,peak,50435,CART
2026-05-02T20:14:36.419538,2.265574331670692,peak,50587,CART
2026-05-02T20:21:12.419538,3.7354298769983054,peak,50983,CART
2026-05-02T20:23:10.419538,2.236965401692603,peak,51101,CART
2026-05-02T20:26:02.419538,2.277322922674845,peak,51273,CART
2026-05-02T20:28:17.419538,2.2745050204942774,peak,51408,CART
2026-05-02T20:32:34.419538,2.374885974658944,peak,51665,CART
2026-05-02T20:32:57.419538,2.0887157685410305,peak,51688,CART
2026-05-02T20:43:47.419538,2.5192722356309645,peak,52338,CART
2026-05-02T20:44:34.419538,2.027927758688669,peak,52385,CART
2026-05-02T20:45:36.419538,2.3078443987137,peak,52447,CART
2026-05-02T20:48:03.419538,2.0628462256472355,peak,52594,CART
2026-05-02T20:48:10.419538,5.763985502571741,peak,52601,CART
2026-05-02T20:48:31.419538,2.22931687435206,peak,52622,CART
2026-05-02T20:48:37.419538,2.88509703183325,peak,52628,CART
2026-05-02T20:48:42.419538,2.23538875569852,peak,52633,CART
2026-05-02T20:48:48.419538,2.373723062273158,peak,52639,CART
2026-05-02T20:49:07.419538,2.153213809635787,peak,52658,CART
