bin_center,f_active,mean_absz,n_stations,t_rel_h
2026-05-02 06:25:00+00:00,0.0,1.3122861715838703,5.0,-23.924166666666668
2026-05-02 06:35:00+00:00,0.0,0.7262032052112606,5.0,-23.7575
2026-05-02 06:45:00+00:00,0.0,0.7309850751100804,5.0,-23.590833333333332
2026-05-02 06:55:00+00:00,0.0,0.702095240765687,5.0,-23.424166666666668
2026-05-02 07:05:00+00:00,0.0,0.7301339889552967,5.0,-23.2575
2026-05-02 07:15:00+00:00,0.0,0.7264112919824918,5.0,-23.090833333333332
2026-05-02 07:25:00+00:00,0.0,0.7278598578860637,5.0,-22.924166666666668
2026-05-02 07:35:00+00:00,0.0,0.7216353473993241,5.0,-22.7575
2026-05-02 07:45:00+00:00,0.0,0.7219747248806789,5.0,-22.590833333333332
2026-05-02 07:55:00+00:00,0.0,0.7237088575219175,5.0,-22.424166666666668
2026-05-02 08:05:00+00:00,0.0,0.7269470044777042,5.0,-22.2575
2026-05-02 08:15:00+00:00,0.0,0.7152192003626775,5.0,-22.090833333333332
2026-05-02 08:25:00+00:00,0.0,0.73549292651823,5.0,-21.924166666666668
2026-05-02 08:35:00+00:00,0.0,0.7127408207693666,5.0,-21.7575
2026-05-02 08:45:00+00:00,0.0,0.7145410213114929,5.0,-21.590833333333332
2026-05-02 08:55:00+00:00,0.0,0.7141523918789624,5.0,-21.424166666666668
2026-05-02 09:05:00+00:00,0.0,0.7208404366492562,5.0,-21.2575
2026-05-02 09:15:00+00:00,0.0,0.7303525996761254,5.0,-21.090833333333332
2026-05-02 09:25:00+00:00,0.0,0.7119541949985309,5.0,-20.924166666666668
2026-05-02 09:35:00+00:00,0.0,0.7217896046781324,5.0,-20.7575
2026-05-02 09:45:00+00:00,0.0,0.7261544953755765,5.0,-20.590833333333332
2026-05-02 09:55:00+00:00,0.0,0.6942696448280532,5.0,-20.424166666666668
2026-05-02 10:05:00+00:00,0.0,0.7091735657027983,5.0,-20.2575
2026-05-02 10:15:00+00:00,0.0,0.7181588408556255,5.0,-20.090833333333332
2026-05-02 10:25:00+00:00,0.0,0.7109529160458249,5.0,-19.924166666666668
2026-05-02 10:35:00+00:00,0.0,0.714544197658525,5.0,-19.7575
2026-05-02 10:45:00+00:00,0.0,0.721547413470663,5.0,-19.590833333333332
2026-05-02 10:55:00+00:00,0.0,0.7101357487866027,5.0,-19.424166666666668
2026-05-02 11:05:00+00:00,0.0,0.7116714171827814,5.0,-19.2575
2026-05-02 11:15:00+00:00,0.0,0.6964255483971316,5.0,-19.090833333333332
2026-05-02 11:25:00+00:00,0.0,0.6926458756215103,5.0,-18.924166666666668
2026-05-02 11:35:00+00:00,0.0,0.7269351029611345,5.0,-18.7575
2026-05-02 11:45:00+00:00,0.0,0.7163837000526561,5.0,-18.590833333333332
2026-05-02 11:55:00+00:00,0.0,0.6924287820897952,5.0,-18.424166666666668
2026-05-02 12:05:00+00:00,0.0,0.7052160988340749,5.0,-18.2575
2026-05-02 12:15:00+00:00,0.0,0.6877400007465657,5.0,-18.090833333333332
2026-05-02 12:25:00+00:00,0.0,0.7095877205812137,5.0,-17.924166666666668
2026-05-02 12:35:00+00:00,0.0,0.7021509318647117,5.0,-17.7575
2026-05-02 12:45:00+00:00,0.0,0.6959583568463079,5.0,-17.590833333333332
2026-05-02 12:55:00+00:00,0.0,0.6946972960931102,5.0,-17.424166666666668
2026-05-02 13:05:00+00:00,0.0,0.7154508296775498,5.0,-17.2575
2026-05-02 13:15:00+00:00,0.0,0.7265824400719136,5.0,-17.090833333333332
2026-05-02 13:25:00+00:00,0.0,0.7189014786939754,5.0,-16.924166666666668
2026-05-02 13:35:00+00:00,0.0,0.7131093607857677,5.0,-16.7575
2026-05-02 13:45:00+00:00,0.0,0.7134617419448284,5.0,-16.590833333333332
2026-05-02 13:55:00+00:00,0.0,0.7170967482239079,5.0,-16.424166666666668
2026-05-02 14:05:00+00:00,0.0,0.6955836994399861,5.0,-16.2575
2026-05-02 14:15:00+00:00,0.0,0.7129514200012598,5.0,-16.090833333333332
2026-05-02 14:25:00+00:00,0.0,0.7154697019379948,5.0,-15.924166666666666
2026-05-02 14:35:00+00:00,0.0,0.7091812458992329,5.0,-15.7575
2026-05-02 14:45:00+00:00,0.0,0.7160119346704252,5.0,-15.590833333333334
