bin_center,f_active,mean_absz,n_stations,t_rel_h
2026-04-19 19:55:00+00:00,0.0,0.528690097815523,5.0,-11.966666666666667
2026-04-19 20:05:00+00:00,0.0,0.34913720361249284,5.0,-11.8
2026-04-19 20:15:00+00:00,0.0,0.34015752570372654,5.0,-11.633333333333333
2026-04-19 20:25:00+00:00,0.0,0.35307148307866976,5.0,-11.466666666666667
2026-04-19 20:35:00+00:00,0.0,0.3631276640737819,5.0,-11.3
2026-04-19 20:45:00+00:00,0.0,0.34612615461601487,5.0,-11.133333333333333
2026-04-19 20:55:00+00:00,0.0,0.3594516712961568,5.0,-10.966666666666667
2026-04-19 21:05:00+00:00,0.0,0.35855681015134044,5.0,-10.8
2026-04-19 21:15:00+00:00,0.0,0.39510494712506755,5.0,-10.633333333333333
2026-04-19 21:25:00+00:00,0.0,0.34304335386640716,5.0,-10.466666666666667
2026-04-19 21:35:00+00:00,0.0,0.353342414324743,5.0,-10.3
2026-04-19 21:45:00+00:00,0.0,0.36635065246695453,5.0,-10.133333333333333
2026-04-19 21:55:00+00:00,0.0,0.3432344688690287,5.0,-9.966666666666667
2026-04-19 22:05:00+00:00,0.0,0.3575891106459634,5.0,-9.8
2026-04-19 22:15:00+00:00,0.0,0.3541865844246929,5.0,-9.633333333333333
2026-04-19 22:25:00+00:00,0.0,0.3487320080882198,5.0,-9.466666666666667
2026-04-19 22:35:00+00:00,0.0,0.34172309428928027,5.0,-9.3
2026-04-19 22:45:00+00:00,0.0,0.36811303128971884,5.0,-9.133333333333333
2026-04-19 22:55:00+00:00,0.0,0.36639327629989527,5.0,-8.966666666666667
2026-04-19 23:05:00+00:00,0.0,0.36338665680508225,5.0,-8.8
2026-04-19 23:15:00+00:00,0.0,0.36585343372510853,5.0,-8.633333333333333
2026-04-19 23:25:00+00:00,0.0,0.3637447735769173,5.0,-8.466666666666667
2026-04-19 23:35:00+00:00,0.0,0.349191944506022,5.0,-8.3
2026-04-19 23:45:00+00:00,0.0,0.3434233028003239,5.0,-8.133333333333333
2026-04-19 23:55:00+00:00,0.0,0.3613447374049097,5.0,-7.966666666666667
2026-04-20 00:05:00+00:00,0.0,0.35698262320547347,5.0,-7.8
2026-04-20 00:15:00+00:00,0.0,0.34265119156188184,5.0,-7.633333333333334
2026-04-20 00:25:00+00:00,0.0,0.3420548766241873,5.0,-7.466666666666667
2026-04-20 00:35:00+00:00,0.0,0.353190013558701,5.0,-7.3
2026-04-20 00:45:00+00:00,0.0,0.3575784392908615,5.0,-7.133333333333334
2026-04-20 00:55:00+00:00,0.0,0.35131207986572444,5.0,-6.966666666666667
2026-04-20 01:05:00+00:00,0.0,0.36327988403178735,5.0,-6.8
2026-04-20 01:15:00+00:00,0.0,0.34429733203910695,5.0,-6.633333333333334
2026-04-20 01:25:00+00:00,0.0,0.3488794248107568,5.0,-6.466666666666667
2026-04-20 01:35:00+00:00,0.0,0.34731119735985755,5.0,-6.3
2026-04-20 01:45:00+00:00,0.0,0.34647610954459945,5.0,-6.133333333333334
2026-04-20 01:55:00+00:00,0.0,0.34026416516573954,5.0,-5.966666666666667
2026-04-20 02:05:00+00:00,0.0,0.3610901354330114,5.0,-5.8
2026-04-20 02:15:00+00:00,0.0,0.3589741523745302,5.0,-5.633333333333334
