bin_center,f_active,mean_absz,n_stations,t_rel_h
2026-05-02 06:25:00+00:00,0.0,1.370437682977373,5.0,-23.946666666666665
2026-05-02 06:35:00+00:00,0.0,0.7793215057023042,5.0,-23.78
2026-05-02 06:45:00+00:00,0.0,0.8361177847226429,5.0,-23.613333333333333
2026-05-02 06:55:00+00:00,0.0,0.8583271271750919,5.0,-23.446666666666665
2026-05-02 07:05:00+00:00,0.0,0.8051126146150089,5.0,-23.28
2026-05-02 07:15:00+00:00,0.0,0.7832394660711752,5.0,-23.113333333333333
2026-05-02 07:25:00+00:00,0.0,0.795311070548751,5.0,-22.946666666666665
2026-05-02 07:35:00+00:00,0.0,0.8373220171677106,5.0,-22.78
2026-05-02 07:45:00+00:00,0.0,0.8333860149747458,5.0,-22.613333333333333
2026-05-02 07:55:00+00:00,0.0,0.8236812540505045,5.0,-22.446666666666665
2026-05-02 08:05:00+00:00,0.0,0.831197056637319,5.0,-22.28
2026-05-02 08:15:00+00:00,0.0,0.8492344483893645,5.0,-22.113333333333333
2026-05-02 08:25:00+00:00,0.0,0.846029015405145,5.0,-21.946666666666665
2026-05-02 08:35:00+00:00,0.0,0.8295612694497099,5.0,-21.78
2026-05-02 08:45:00+00:00,0.0,0.866796044390244,5.0,-21.613333333333333
2026-05-02 08:55:00+00:00,0.0,0.8661087616149249,5.0,-21.446666666666665
2026-05-02 09:05:00+00:00,0.0,0.8484958014870445,5.0,-21.28
2026-05-02 09:15:00+00:00,0.0,0.8216619785545323,5.0,-21.113333333333333
2026-05-02 09:25:00+00:00,0.0,0.8423737023042854,5.0,-20.946666666666665
2026-05-02 09:35:00+00:00,0.0,0.8618395721616448,5.0,-20.78
2026-05-02 09:45:00+00:00,0.0,0.8634141227467618,5.0,-20.613333333333333
2026-05-02 09:55:00+00:00,0.0,0.8650823799332968,5.0,-20.446666666666665
2026-05-02 10:05:00+00:00,0.0,0.8351715394419836,5.0,-20.28
2026-05-02 10:15:00+00:00,0.0,0.841193601205999,5.0,-20.113333333333333
2026-05-02 10:25:00+00:00,0.0,0.8646952217448319,5.0,-19.946666666666665
2026-05-02 10:35:00+00:00,0.0,0.8922794879983288,5.0,-19.78
2026-05-02 10:45:00+00:00,0.0,0.8597750890478644,5.0,-19.613333333333333
2026-05-02 10:55:00+00:00,0.0,0.8672405314594445,5.0,-19.446666666666665
2026-05-02 11:05:00+00:00,0.0,0.8737313733821752,5.0,-19.28
2026-05-02 11:15:00+00:00,0.0,0.8605185430946577,5.0,-19.113333333333333
