bin,mean_z,p90_z,mean_z_smooth,tide_norm
-24.0,1.09609785501051,1.7894884601703487,0.9642912685898588,0.4474970915869264
-23.5,0.8324846821692075,1.635599080003023,0.8324846821692075,0.8114651851509171
-23.0,0.8049372701000446,1.566513758490386,0.8294030860454191,1.1296825640894925
-22.5,0.8294030860454191,1.634033894609748,0.8294030860454191,1.3838912722786176
-22.0,0.8400324123556251,1.66267470388453,0.8400324123556251,1.559841589620333
-21.5,0.8614958409523332,1.6809793230636936,0.8400324123556251,1.6481889839443362
-21.0,0.8255610780392689,1.612816125250919,0.8614958409523332,1.6450749857878928
-20.5,0.8653728984228852,1.6973761248892043,0.8627596562021965,1.552354114091784
-20.0,0.8627596562021965,1.7093017613004224,0.8653728984228852,1.3774520081513266
-19.5,0.8734124348272514,1.736381545048984,0.8627596562021965,1.1328639483128815
-19.0,0.846775948199196,1.6737729704219277,0.8538208214489184,0.8353264046030323
-18.5,0.8538208214489184,1.6806907146283143,0.846775948199196,0.5047156033634246
-18.0,0.8403612372431976,1.650210294296355,0.8403612372431976,0.1627449473015761
-17.5,0.8379366504321787,1.663964309185268,0.8379366504321787,-0.1684537080246964
-17.0,0.8337260971963467,1.6602932682877112,0.8379366504321787,-0.4677722958652498
-16.5,0.8381837169119005,1.63733038825643,0.8381837169119005,-0.716498100919501
-16.0,0.8459059906982572,1.633971984008729,0.8381837169119005,-0.8995250345787578
-15.5,0.8152111085527292,1.600734394806264,0.8287359799729641,-1.006325470138921
-15.0,0.8287359799729641,1.6190587437338948,0.8218322952796738,-1.0316191298900432
-14.5,0.8218322952796738,1.605777594772775,0.8287359799729641,-0.9756953304067155
-14.0,0.8387126484517888,1.6375638274059137,0.8218322952796738,-0.8443675834083463
-13.5,0.8103215329568804,1.5803797103775614,0.814115620099559,-0.6485636340594445
-13.0,0.814115620099559,1.601920081574361,0.8103215329568804,-0.403577920436812
-12.5,0.7979872622127461,1.554095261994307,0.7979872622127461,-0.1280355912749306
-12.0,0.79072367924551,1.52600523957618,0.79072367924551,0.15736382889833378
-11.5,0.7721702199904856,1.510612541078545,0.7721702199904856,0.4312405321447948
-11.0,0.7690810442426194,1.5184876895932515,0.7690810442426194,0.6729745765356976
-10.5,0.754627062864833,1.4854403783604615,0.7644282225342887,0.8640972889518204
-10.0,0.7644282225342887,1.4910488653199445,0.7557638795705927,0.9895422255604089
-9.5,0.7557638795705927,1.4768407457460015,0.7557638795705927,1.0386731154688797
-9.0,0.75202148959422,1.4613551574429866,0.7557638795705927,1.0060207554400502
-8.5,0.7639486981429529,1.482310812664291,0.75202148959422,0.8916798393133157
-8.0,0.748614837972261,1.470522027665143,0.748614837972261,0.7013389531826802
-7.5,0.7469556441259797,1.439979760697142,0.748614837972261,0.44594099192752895
-7.0,0.7529601656338695,1.4496221764978683,0.7469556441259797,0.14099548224589764
-6.5,0.7440775746628635,1.4257976086076978,0.7440775746628635,-0.19441285490389762
-6.0,0.7402592338521109,1.4121713575857096,0.7402592338521109,-0.5388550010900564
-5.5,0.7351462789110853,1.4272230235449106,0.7402592338521109,-0.8699479158970315
-5.0,0.7569594922106744,1.4582692897808913,0.7431020061895626,-1.1658135572460746
-4.5,0.7431020061895626,1.4404670162831776,0.7431020061895626,-1.4065113800942803
-4.0,0.7410874427048484,1.4257825936939394,0.7410874427048484,-1.5753506428860242
-3.5,0.7238989887796837,1.4084322051156513,0.7238989887796837,-1.6599965753185146
-3.0,0.7191127868537981,1.3959378379446952,0.7238989887796837,-1.6532978121446997
-2.5,0.731245919996182,1.4100581253596063,0.7230132389766892,-1.5537806057960533
-2.0,0.7230132389766892,1.3895499464047445,0.7230132389766892,-1.3657770136381675
-1.5,0.715208429527084,1.3697286452426631,0.7230132389766892,-1.0991780971981735
-1.0,0.7318656361438338,1.3879146142692027,0.7318656361438338,-0.7688276124039355
-0.5,0.7695435306157228,1.4838443784973372,0.7695435306157228,-0.39359511361465666
0.0,1.1720084327722284,1.7767206842689902,0.9707759816939756,0.004811693283032504
