time_center_iso,tamc_rot
2026-05-02T06:10:44.345000,0.05395917765796096
2026-05-02T06:10:45.345000,0.06019416688489909
2026-05-02T06:10:46.345000,0.06818201180885211
2026-05-02T06:10:47.345000,0.06721538738476553
2026-05-02T06:10:48.345000,0.05054255248602537
2026-05-02T06:10:49.345000,0.04743348883450243
2026-05-02T06:10:50.345000,0.07552368684322663
2026-05-02T06:10:51.345000,0.08664222312091896
2026-05-02T06:10:52.345000,0.06889275474271736
2026-05-02T06:10:53.345000,0.13245286165207704
2026-05-02T06:10:54.345000,0.11494270541362268
2026-05-02T06:10:55.345000,0.026103550181503295
2026-05-02T06:10:56.345000,0.22686644097684816
2026-05-02T06:10:57.345000,0.377309266826093
2026-05-02T06:10:58.345000,0.15955548455905558
2026-05-02T06:10:59.345000,0.46698950557837277
2026-05-02T06:11:00.345000,0.335912258005196
2026-05-02T06:11:01.345000,0.366522351593548
2026-05-02T06:11:02.345000,0.26929908119305984
2026-05-02T06:11:03.345000,0.49312615112325103
2026-05-02T06:11:04.345000,0.6807673759304299
2026-05-02T06:11:05.345000,0.47211560551872606
2026-05-02T06:11:06.345000,1.1528075803832631
2026-05-02T06:11:07.345000,0.4740577091650802
2026-05-02T06:11:08.345000,1.1671193442465062
2026-05-02T06:11:09.345000,1.1835118693906153
2026-05-02T06:11:10.345000,0.43112554212829035
2026-05-02T06:11:11.345000,0.8641752345539763
2026-05-02T06:11:12.345000,0.5691341777468537
2026-05-02T06:11:13.345000,0.3085600963445305
2026-05-02T06:11:14.345000,0.38471364235019384
2026-05-02T06:11:15.345000,0.40037303472266034
2026-05-02T06:11:16.345000,0.6769122452765672
2026-05-02T06:11:17.345000,1.7846748969918824
2026-05-02T06:11:18.345000,0.45893459871098474
2026-05-02T06:11:19.345000,2.326373137064828
2026-05-02T06:11:20.345000,1.4748410116934387
2026-05-02T06:11:21.345000,0.9181216237593962
2026-05-02T06:11:22.345000,1.508350840160047
2026-05-02T06:11:23.345000,2.2029280221748544
2026-05-02T06:11:24.345000,0.8166114232755516
2026-05-02T06:11:25.345000,1.2523393207057716
2026-05-02T06:11:26.345000,2.4002339490970317
2026-05-02T06:11:27.345000,1.7362316571255687
2026-05-02T06:11:28.345000,0.9766364452397288
2026-05-02T06:11:29.345000,1.9649106169938995
2026-05-02T06:11:30.345000,4.05723831832101
2026-05-02T06:11:31.345000,1.607645382790907
2026-05-02T06:11:32.345000,3.451281543238113
2026-05-02T06:11:33.345000,4.778332849599814
2026-05-02T06:11:34.345000,2.3542932540623447
2026-05-02T06:11:35.345000,4.340155882660376
2026-05-02T06:11:36.345000,5.765632199644901
2026-05-02T06:11:37.345000,1.410958078965166
2026-05-02T06:11:38.345000,4.972834006547009
2026-05-02T06:11:39.345000,2.4518183452687383
2026-05-02T06:11:40.345000,2.4908729003203534
2026-05-02T06:11:41.345000,3.3260233724564454
2026-05-02T06:11:42.345000,2.29151122539451
2026-05-02T06:11:43.345000,2.393861445354297
2026-05-02T06:11:44.345000,3.1728552153645824
2026-05-02T06:11:45.345000,2.716782598363992
2026-05-02T06:11:46.345000,0.9170629236564344
2026-05-02T06:11:47.345000,2.627293239782959
2026-05-02T06:11:48.345000,0.811961691016109
2026-05-02T06:11:49.345000,2.8479707093180653
2026-05-02T06:11:50.345000,3.3004279064466986
2026-05-02T06:11:51.345000,3.4799750265575105
2026-05-02T06:11:52.345000,5.505374678247801
2026-05-02T06:11:53.345000,2.9778703597112752
2026-05-02T06:11:54.345000,8.866833595333967
