bin_center,f_active,mean_absz,n_stations,t_rel_h
2026-05-02 06:35:00+00:00,0.0,1.17350058655568,5.0,-23.933055555555555
2026-05-02 06:45:00+00:00,0.0,0.6753993644379641,5.0,-23.76638888888889
2026-05-02 06:55:00+00:00,0.0,0.6815915539756161,5.0,-23.599722222222223
2026-05-02 07:05:00+00:00,0.0,0.7011423100993328,5.0,-23.433055555555555
2026-05-02 07:15:00+00:00,0.0,0.6922475090203853,5.0,-23.26638888888889
2026-05-02 07:25:00+00:00,0.0,0.6982111774624701,5.0,-23.099722222222223
2026-05-02 07:35:00+00:00,0.0,0.6922973937424828,5.0,-22.933055555555555
2026-05-02 07:45:00+00:00,0.0,0.6860783899829267,5.0,-22.76638888888889
2026-05-02 07:55:00+00:00,0.0,0.665399934677174,5.0,-22.599722222222223
2026-05-02 08:05:00+00:00,0.0,0.6831653004276549,5.0,-22.433055555555555
2026-05-02 08:15:00+00:00,0.0,0.6735434139769069,5.0,-22.26638888888889
2026-05-02 08:25:00+00:00,0.0,0.6776756418960003,5.0,-22.099722222222223
2026-05-02 08:35:00+00:00,0.0,0.6798980164137163,5.0,-21.933055555555555
2026-05-02 08:45:00+00:00,0.0,0.6787390995473629,5.0,-21.76638888888889
2026-05-02 08:55:00+00:00,0.0,0.6651219784554836,5.0,-21.599722222222223
2026-05-02 09:05:00+00:00,0.0,0.6756460784191024,5.0,-21.433055555555555
2026-05-02 09:15:00+00:00,0.0,0.6634051551973756,5.0,-21.26638888888889
2026-05-02 09:25:00+00:00,0.0,0.6837605391241517,5.0,-21.099722222222223
2026-05-02 09:35:00+00:00,0.0,0.677775279323131,5.0,-20.933055555555555
2026-05-02 09:45:00+00:00,0.0,0.6785390163811741,5.0,-20.76638888888889
2026-05-02 09:55:00+00:00,0.0,0.6302394258227941,5.0,-20.599722222222223
2026-05-02 10:05:00+00:00,0.0,0.6716879980304693,5.0,-20.433055555555555
2026-05-02 10:15:00+00:00,0.0,0.6559287213796446,5.0,-20.26638888888889
2026-05-02 10:25:00+00:00,0.0,0.6761439394138609,5.0,-20.099722222222223
2026-05-02 10:35:00+00:00,0.0,0.6731390441106645,5.0,-19.933055555555555
2026-05-02 10:45:00+00:00,0.0,0.6708819785712412,5.0,-19.76638888888889
2026-05-02 10:55:00+00:00,0.0,0.6704096713047545,5.0,-19.599722222222223
2026-05-02 11:05:00+00:00,0.0,0.677023801097019,5.0,-19.433055555555555
2026-05-02 11:15:00+00:00,0.0,0.6701947217871911,5.0,-19.26638888888889
2026-05-02 11:25:00+00:00,0.0,0.6636735969692514,5.0,-19.099722222222223
2026-05-02 11:35:00+00:00,0.0,0.8478437421030398,5.0,-18.933055555555555
2026-05-02 11:45:00+00:00,0.0,0.6751791777181563,5.0,-18.76638888888889
2026-05-02 11:55:00+00:00,0.0,0.6922169855458454,5.0,-18.599722222222223
2026-05-02 12:05:00+00:00,0.0,0.6568914261150793,5.0,-18.433055555555555
2026-05-02 12:15:00+00:00,0.0,0.6548611623064179,5.0,-18.26638888888889
2026-05-02 12:25:00+00:00,0.0,0.6716365071240704,5.0,-18.099722222222223
2026-05-02 12:35:00+00:00,0.0,0.6762017409289587,5.0,-17.933055555555555
2026-05-02 12:45:00+00:00,0.0,0.670554064040872,5.0,-17.76638888888889
2026-05-02 12:55:00+00:00,0.0,0.6620151104919658,5.0,-17.599722222222223
2026-05-02 13:05:00+00:00,0.0,0.6738311321787492,5.0,-17.433055555555555
2026-05-02 13:15:00+00:00,0.0,0.6656500637245826,5.0,-17.26638888888889
