time_center_iso,tamc_rot
2026-05-02T06:31:58.975000,0.06651685614414586
2026-05-02T06:31:59.975000,0.06440519935881188
2026-05-02T06:32:00.975000,0.059637905290266094
2026-05-02T06:32:01.975000,0.07162778027475852
2026-05-02T06:32:02.975000,0.0920658258111561
2026-05-02T06:32:03.975000,0.07323083566525736
2026-05-02T06:32:04.975000,0.07221787228111007
2026-05-02T06:32:05.975000,0.07258386902389459
2026-05-02T06:32:06.975000,0.02256372666668316
2026-05-02T06:32:07.975000,0.09254218317759313
2026-05-02T06:32:08.975000,0.1299952098433848
2026-05-02T06:32:09.975000,0.25240692000814047
2026-05-02T06:32:10.975000,0.18201760422084506
2026-05-02T06:32:11.975000,0.08464422215341093
2026-05-02T06:32:12.975000,0.1866072602022121
2026-05-02T06:32:13.975000,0.19659068367241453
2026-05-02T06:32:14.975000,0.1438920030726088
2026-05-02T06:32:15.975000,0.44315745061062783
2026-05-02T06:32:16.975000,0.29506659601572877
2026-05-02T06:32:17.975000,0.42211203393964575
2026-05-02T06:32:18.975000,0.28463604041462526
2026-05-02T06:32:19.975000,0.531982443015238
2026-05-02T06:32:20.975000,0.29674398220441756
2026-05-02T06:32:21.975000,0.7100620392182144
2026-05-02T06:32:22.975000,0.47290026921996253
2026-05-02T06:32:23.975000,0.539248391921229
2026-05-02T06:32:24.975000,0.6726084394642423
2026-05-02T06:32:25.975000,0.20727822338763927
2026-05-02T06:32:26.975000,0.768452416184908
2026-05-02T06:32:27.975000,0.3926709627566624
2026-05-02T06:32:28.975000,1.0399434118493256
2026-05-02T06:32:29.975000,0.5586601739983243
2026-05-02T06:32:30.975000,0.7870209000560359
2026-05-02T06:32:31.975000,0.8207739457259058
2026-05-02T06:32:32.975000,1.031506964167579
2026-05-02T06:32:33.975000,0.9506951882148591
2026-05-02T06:32:34.975000,1.2408133410598354
2026-05-02T06:32:35.975000,1.7950839606871312
2026-05-02T06:32:36.975000,0.9952901912325351
2026-05-02T06:32:37.975000,2.5712917462046714
2026-05-02T06:32:38.975000,1.07072588872768
2026-05-02T06:32:39.975000,1.979086683791494
2026-05-02T06:32:40.975000,0.8145342697998036
2026-05-02T06:32:41.975000,1.2764986614550597
2026-05-02T06:32:42.975000,0.3159786634848233
2026-05-02T06:32:43.975000,3.3864814295763055
2026-05-02T06:32:44.975000,3.4457453592233525
2026-05-02T06:32:45.975000,2.5143724604759163
2026-05-02T06:32:46.975000,4.581711203039343
2026-05-02T06:32:47.975000,1.4502702688996554
2026-05-02T06:32:48.975000,2.1484341867844816
2026-05-02T06:32:49.975000,4.334751690340505
2026-05-02T06:32:50.975000,4.5083195686121
2026-05-02T06:32:51.975000,2.8199263868178472
2026-05-02T06:32:52.975000,6.881428625863685
2026-05-02T06:32:53.975000,5.759600899118711
2026-05-02T06:32:54.975000,4.527387948126461
2026-05-02T06:32:55.975000,7.411870238894739
2026-05-02T06:32:56.975000,2.6426134860372708
2026-05-02T06:32:57.975000,1.6807055847717152
2026-05-02T06:32:58.975000,3.7055032631410953
2026-05-02T06:32:59.975000,4.31937329566399
2026-05-02T06:33:00.975000,2.857333040344711
2026-05-02T06:33:01.975000,2.339383287622824
2026-05-02T06:33:02.975000,0.7931286775039964
2026-05-02T06:33:03.975000,3.1264508455478333
2026-05-02T06:33:04.975000,4.006529076065396
2026-05-02T06:33:05.975000,1.8032236293321304
2026-05-02T06:33:06.975000,6.042362543524901
2026-05-02T06:33:07.975000,5.573608063754734
2026-05-02T06:33:08.975000,3.1808811822637124
2026-05-02T06:33:09.975000,8.273626047841905
2026-05-02T06:33:10.975000,8.534221828687464
2026-05-02T06:33:11.975000,2.7910636757859395
2026-05-02T06:33:12.975000,5.878214317904874
2026-05-02T06:33:13.975000,2.5809364235659538
2026-05-02T06:33:14.975000,4.422424079270041
2026-05-02T06:33:15.975000,4.813613217132751
2026-05-02T06:33:16.975000,2.5115353629645085
2026-05-02T06:33:17.975000,1.2258442467635444
2026-05-02T06:33:18.975000,3.0595205537754153
2026-05-02T06:33:19.975000,4.726012949721962
2026-05-02T06:33:20.975000,2.381980126953228
2026-05-02T06:33:21.975000,9.874144583149926
2026-05-02T06:33:22.975000,13.988650254964217
2026-05-02T06:33:23.975000,6.038373230649749
2026-05-02T06:33:24.975000,17.62683906052929
2026-05-02T06:33:25.975000,5.564278465758328
2026-05-02T06:33:26.975000,10.818822069861316
2026-05-02T06:33:27.975000,10.735425881918331
2026-05-02T06:33:28.975000,4.581526670015959
2026-05-02T06:33:29.975000,9.776435085692416
2026-05-02T06:33:30.975000,10.287421640299682
2026-05-02T06:33:31.975000,2.60678384218701
2026-05-02T06:33:32.975000,10.255499121085062
2026-05-02T06:33:33.975000,7.7421491949554735
2026-05-02T06:33:34.975000,6.378180564225779
2026-05-02T06:33:35.975000,7.2070585326135745
2026-05-02T06:33:36.975000,8.183527274458374
2026-05-02T06:33:37.975000,2.4841849353811907
2026-05-02T06:33:38.975000,6.8946335415910625
2026-05-02T06:33:39.975000,7.911084338631331
2026-05-02T06:33:40.975000,4.764191487487607
2026-05-02T06:33:41.975000,7.835878504202104
2026-05-02T06:33:42.975000,9.638552541647375
2026-05-02T06:33:43.975000,1.7795251387261335
2026-05-02T06:33:44.975000,4.281085808210986
2026-05-02T06:33:45.975000,7.430503372683994
2026-05-02T06:33:46.975000,5.161429071177566
2026-05-02T06:33:47.975000,5.694753533286087
2026-05-02T06:33:48.975000,10.464800361110624
2026-05-02T06:33:49.975000,10.507329660387636
2026-05-02T06:33:50.975000,11.180292046712903
2026-05-02T06:33:51.975000,8.798558914070165
2026-05-02T06:33:52.975000,9.94766893362128
2026-05-02T06:33:53.975000,5.358957069546677
2026-05-02T06:33:54.975000,12.699697380892582
2026-05-02T06:33:55.975000,3.7574269118046204
2026-05-02T06:33:56.975000,13.123350516207836
2026-05-02T06:33:57.975000,1.3204274512178429
2026-05-02T06:33:58.975000,9.903832426395939
2026-05-02T06:33:59.975000,6.2235796028790915
2026-05-02T06:34:00.975000,12.13820008417817
2026-05-02T06:34:01.975000,4.651770515193756
2026-05-02T06:34:02.975000,26.30029532890343
2026-05-02T06:34:03.975000,11.70646286862898
2026-05-02T06:34:04.975000,17.10029131670939
2026-05-02T06:34:05.975000,13.922919538369662
2026-05-02T06:34:06.975000,4.072355702627728
2026-05-02T06:34:07.975000,15.806000919520729
2026-05-02T06:34:08.975000,15.373191560212472
2026-05-02T06:34:09.975000,18.412660816638077
2026-05-02T06:34:10.975000,8.505002721286504
2026-05-02T06:34:11.975000,26.199777710609567
2026-05-02T06:34:12.975000,6.952409358528623
2026-05-02T06:34:13.975000,14.980353672840803
2026-05-02T06:34:14.975000,24.758046134638107
2026-05-02T06:34:15.975000,22.833140663885505
2026-05-02T06:34:16.975000,27.032642203478154
2026-05-02T06:34:17.975000,38.55671218119762
2026-05-02T06:34:18.975000,25.79544695293664
2026-05-02T06:34:19.975000,36.51538322153303
2026-05-02T06:34:20.975000,38.78857162986983
2026-05-02T06:34:21.975000,11.028934644009803
2026-05-02T06:34:22.975000,27.79988459813698
2026-05-02T06:34:23.975000,33.75615610971633
2026-05-02T06:34:24.975000,34.541203786272405
2026-05-02T06:34:25.975000,40.61570275475274
2026-05-02T06:34:26.975000,60.615808389355365
2026-05-02T06:34:27.975000,14.21418469312105
2026-05-02T06:34:28.975000,50.24422743467194
2026-05-02T06:34:29.975000,29.53749946629819
2026-05-02T06:34:30.975000,18.944932056137578
2026-05-02T06:34:31.975000,49.39217582044848
2026-05-02T06:34:32.975000,46.563269480276325
2026-05-02T06:34:33.975000,30.12632837943464
2026-05-02T06:34:34.975000,47.1306876325296
2026-05-02T06:34:35.975000,53.724793974392206
2026-05-02T06:34:36.975000,10.92664785461111
2026-05-02T06:34:37.975000,68.4304867421698
2026-05-02T06:34:38.975000,29.304804783574223
2026-05-02T06:34:39.975000,37.96278521613697
2026-05-02T06:34:40.975000,40.49636711050811
2026-05-02T06:34:41.975000,8.94112666386363
2026-05-02T06:34:42.975000,38.27266586899322
2026-05-02T06:34:43.975000,45.87231527129442
2026-05-02T06:34:44.975000,21.590581034082845
