time_center_iso,zscore,kind,idx_local,station_id
2026-05-02T06:25:31.844538,2.1222312387910707,peak,679,MPP
2026-05-02T06:25:43.844538,2.6873187250651007,peak,691,MPP
2026-05-02T06:26:58.844538,2.668534664929198,peak,766,MPP
2026-05-02T06:32:22.844538,2.26323401537153,peak,1090,MPP
2026-05-02T06:32:35.844538,2.914067061030837,peak,1103,MPP
2026-05-02T06:33:46.844538,2.3770794112239577,peak,1174,MPP
2026-05-02T06:34:16.844538,2.5484922210373373,peak,1204,MPP
2026-05-02T06:34:28.844538,2.2770847237524827,peak,1216,MPP
2026-05-02T06:35:40.844538,2.2735129293973424,peak,1288,MPP
2026-05-02T06:35:47.844538,3.778767771495828,peak,1295,MPP
2026-05-02T06:36:36.844538,2.0799078159377227,peak,1344,MPP
2026-05-02T06:37:22.844538,2.4331244815087905,peak,1390,MPP
2026-05-02T06:37:28.844538,2.4445736498965225,peak,1396,MPP
2026-05-02T06:37:35.844538,4.055035085832861,peak,1403,MPP
2026-05-02T06:37:41.844538,2.081491568908609,peak,1409,MPP
2026-05-02T06:38:29.844538,2.0043482254693563,peak,1457,MPP
2026-05-02T06:38:36.844538,2.2389028423081574,peak,1464,MPP
2026-05-02T06:38:55.844538,2.2704619867013576,peak,1483,MPP
2026-05-02T06:39:17.844538,2.393051176221134,peak,1505,MPP
2026-05-02T06:40:04.844538,2.0147926521623805,peak,1552,MPP
2026-05-02T06:40:36.844538,2.378135978680775,peak,1584,MPP
2026-05-02T06:41:43.844538,2.512190570706202,peak,1651,MPP
2026-05-02T06:41:49.844538,2.373182115734458,peak,1657,MPP
2026-05-02T06:42:18.844538,2.028672332870066,peak,1686,MPP
2026-05-02T06:42:23.844538,2.4597031152781232,peak,1691,MPP
2026-05-02T06:42:29.844538,2.299347356007259,peak,1697,MPP
2026-05-02T06:43:13.844538,2.04712881030521,peak,1741,MPP
2026-05-02T06:43:34.844538,2.7680365192684917,peak,1762,MPP
2026-05-02T06:43:47.844538,2.8248460104777737,peak,1775,MPP
2026-05-02T06:44:28.844538,2.028942522015304,peak,1816,MPP
2026-05-02T06:45:28.844538,2.7004066194228504,peak,1876,MPP
2026-05-02T06:45:42.844538,2.333450284548574,peak,1890,MPP
2026-05-02T06:46:37.844538,2.38645635615106,peak,1945,MPP
2026-05-02T06:46:43.844538,2.090803746540484,peak,1951,MPP
2026-05-02T06:47:48.844538,2.1067987079633905,peak,2016,MPP
2026-05-02T06:48:02.844538,2.0111549636882,peak,2030,MPP
2026-05-02T06:48:09.844538,2.370777907735458,peak,2037,MPP
2026-05-02T06:48:17.844538,3.175472366210347,peak,2045,MPP
2026-05-02T06:48:37.844538,2.3420123683147827,peak,2065,MPP
2026-05-02T06:48:43.844538,2.1092380162878883,peak,2071,MPP
2026-05-02T06:48:50.844538,2.6340054596332534,peak,2078,MPP
2026-05-02T06:49:51.844538,2.492042059588004,peak,2139,MPP
2026-05-02T06:50:34.844538,2.001239246628116,peak,2182,MPP
2026-05-02T06:51:31.844538,2.2606784410927245,peak,2239,MPP
2026-05-02T06:52:03.844538,2.4020113094649944,peak,2271,MPP
2026-05-02T06:52:17.844538,2.4558285282864203,peak,2285,MPP
2026-05-02T06:52:23.844538,2.389743031702757,peak,2291,MPP
2026-05-02T06:52:32.844538,2.412654349853239,peak,2300,MPP
2026-05-02T06:52:42.844538,2.300996683958238,peak,2310,MPP
2026-05-02T06:54:43.844538,2.055033357896133,peak,2431,MPP
