time_center_iso,zscore,kind,idx_local,station_id
2026-05-02T06:47:37.919538,2.2511664733074666,peak,939,CMLA
2026-05-02T06:48:04.919538,2.13761145634714,peak,966,CMLA
2026-05-02T06:48:16.919538,2.3154611109923304,peak,978,CMLA
2026-05-02T06:51:40.919538,2.878973154281763,peak,1182,CMLA
2026-05-02T06:53:20.919538,2.676257150922711,peak,1282,CMLA
2026-05-02T06:53:32.919538,2.745631499789268,peak,1294,CMLA
2026-05-02T06:55:22.919538,2.60098304287001,peak,1404,CMLA
2026-05-02T06:55:47.919538,2.0344512397911445,peak,1429,CMLA
2026-05-02T06:59:08.919538,2.169619793018028,peak,1630,CMLA
2026-05-02T06:59:54.919538,2.011622569949507,peak,1676,CMLA
2026-05-02T07:00:14.919538,2.3923852819063964,peak,1696,CMLA
2026-05-02T07:02:57.919538,2.242875933338933,peak,1859,CMLA
2026-05-02T07:06:55.919538,3.562327010350643,peak,2097,CMLA
2026-05-02T07:08:11.919538,2.289056300177159,peak,2173,CMLA
2026-05-02T07:08:18.919538,2.7215864620161656,peak,2180,CMLA
2026-05-02T07:08:36.919538,2.508808462690567,peak,2198,CMLA
2026-05-02T07:09:47.919538,2.1721647805745707,peak,2269,CMLA
2026-05-02T07:10:42.919538,2.028354607767616,peak,2324,CMLA
2026-05-02T07:10:59.919538,3.4717790149835293,peak,2341,CMLA
2026-05-02T07:12:35.919538,2.1279817791433078,peak,2437,CMLA
2026-05-02T07:13:27.919538,2.0192473043770574,peak,2489,CMLA
2026-05-02T07:15:05.919538,2.168397518812088,peak,2587,CMLA
2026-05-02T07:17:31.919538,2.3597684009324094,peak,2733,CMLA
2026-05-02T07:18:34.919538,2.702323583495136,peak,2796,CMLA
2026-05-02T07:19:26.919538,2.223345703616116,peak,2848,CMLA
2026-05-02T07:19:53.919538,2.3853969588342823,peak,2875,CMLA
2026-05-02T07:21:49.919538,2.786407279366711,peak,2991,CMLA
2026-05-02T07:22:44.919538,2.306351685549237,peak,3046,CMLA
2026-05-02T07:23:12.919538,2.316585373528643,peak,3074,CMLA
2026-05-02T07:24:33.919538,3.0019020290752128,peak,3155,CMLA
2026-05-02T07:25:24.919538,2.045854715741524,peak,3206,CMLA
2026-05-02T07:27:31.919538,2.343390148130056,peak,3333,CMLA
2026-05-02T07:28:37.919538,2.3220876387953098,peak,3399,CMLA
2026-05-02T07:29:08.919538,2.192037006916071,peak,3430,CMLA
2026-05-02T07:31:55.919538,2.036448085013075,peak,3597,CMLA
2026-05-02T07:32:47.919538,2.3185077949846358,peak,3649,CMLA
2026-05-02T07:33:02.919538,2.2711508172094383,peak,3664,CMLA
2026-05-02T07:33:14.919538,2.0321312405211205,peak,3676,CMLA
2026-05-02T07:34:20.919538,2.589528766646687,peak,3742,CMLA
2026-05-02T07:39:18.919538,2.0556094656991943,peak,4040,CMLA
2026-05-02T07:40:06.919538,2.641318842577878,peak,4088,CMLA
2026-05-02T07:40:34.919538,2.1949783957527744,peak,4116,CMLA
2026-05-02T07:46:03.919538,2.051728907682433,peak,4445,CMLA
2026-05-02T07:50:51.919538,3.6092283734266095,peak,4733,CMLA
2026-05-02T07:51:07.919538,2.9925672777218613,peak,4749,CMLA
2026-05-02T07:51:40.919538,2.4465578852591485,peak,4782,CMLA
2026-05-02T07:51:45.919538,2.115065958677023,peak,4787,CMLA
2026-05-02T07:53:37.919538,2.5099371444614955,peak,4899,CMLA
2026-05-02T07:55:21.919538,2.587403103929986,peak,5003,CMLA
2026-05-02T07:56:03.919538,2.077495960462855,peak,5045,CMLA
2026-05-02T07:56:44.919538,2.0963465634852616,peak,5086,CMLA
2026-05-02T07:57:14.919538,2.455105179788385,peak,5116,CMLA
2026-05-02T07:57:27.919538,2.3035710482849305,peak,5129,CMLA
2026-05-02T08:00:08.919538,2.1409512617954625,peak,5290,CMLA
2026-05-02T08:01:27.919538,2.192400898954056,peak,5369,CMLA
2026-05-02T08:04:55.919538,2.4777682378919086,peak,5577,CMLA
2026-05-02T08:05:27.919538,2.1076016969877416,peak,5609,CMLA
2026-05-02T08:05:39.919538,2.7589828364062123,peak,5621,CMLA
2026-05-02T08:06:52.919538,2.0375080658416977,peak,5694,CMLA
2026-05-02T08:10:14.919538,2.2291318761794403,peak,5896,CMLA
2026-05-02T08:13:04.919538,2.23048846914547,peak,6066,CMLA
2026-05-02T08:14:06.919538,2.0301273919832594,peak,6128,CMLA
2026-05-02T08:17:12.919538,2.182027697723244,peak,6314,CMLA
2026-05-02T08:21:35.919538,2.402712668991015,peak,6577,CMLA
2026-05-02T08:22:15.919538,2.200811916165529,peak,6617,CMLA
2026-05-02T08:26:58.919538,2.963402666514109,peak,6900,CMLA
2026-05-02T08:27:45.919538,2.425767195852856,peak,6947,CMLA
2026-05-02T08:28:16.919538,2.6754450542911163,peak,6978,CMLA
2026-05-02T08:29:17.919538,2.801572851827008,peak,7039,CMLA
2026-05-02T08:30:22.919538,2.3192561409439603,peak,7104,CMLA
2026-05-02T08:32:09.919538,2.5108673437359834,peak,7211,CMLA
2026-05-02T08:32:19.919538,2.780176619578535,peak,7221,CMLA
2026-05-02T08:33:07.919538,2.72344519786912,peak,7269,CMLA
2026-05-02T08:33:28.919538,2.1412050692361766,peak,7290,CMLA
2026-05-02T08:35:55.919538,2.145819867627102,peak,7437,CMLA
2026-05-02T08:36:14.919538,2.0901114443358506,peak,7456,CMLA
2026-05-02T08:37:13.919538,2.21296022724752,peak,7515,CMLA
2026-05-02T08:40:56.919538,2.074119987765756,peak,7738,CMLA
2026-05-02T08:41:24.919538,2.396425132173754,peak,7766,CMLA
2026-05-02T08:41:50.919538,2.631081460321568,peak,7792,CMLA
2026-05-02T08:42:11.919538,3.4872402201298027,peak,7813,CMLA
2026-05-02T08:42:28.919538,2.048296884915717,peak,7830,CMLA
2026-05-02T08:43:19.919538,2.725717343498572,peak,7881,CMLA
2026-05-02T08:45:13.919538,2.692415732484057,peak,7995,CMLA
2026-05-02T08:47:33.919538,2.404789998854969,peak,8135,CMLA
2026-05-02T08:48:27.919538,3.3529450884354963,peak,8189,CMLA
2026-05-02T08:50:34.919538,2.018588290784752,peak,8316,CMLA
2026-05-02T08:56:28.919538,3.5575253138820617,peak,8670,CMLA
2026-05-02T08:56:35.919538,2.1630750821135263,peak,8677,CMLA
2026-05-02T08:57:03.919538,2.0771994625487253,peak,8705,CMLA
2026-05-02T09:01:14.919538,2.06201548504375,peak,8956,CMLA
2026-05-02T09:05:22.919538,2.053721356278821,peak,9204,CMLA
2026-05-02T09:06:29.919538,2.027387574996587,peak,9271,CMLA
2026-05-02T09:08:58.919538,2.085255230928296,peak,9420,CMLA
2026-05-02T09:12:57.919538,2.1057649934058933,peak,9659,CMLA
2026-05-02T09:15:14.919538,2.00120565746863,peak,9796,CMLA
2026-05-02T09:17:26.919538,2.3648187007139545,peak,9928,CMLA
