time_center_iso,zscore,kind,idx_local
2026-05-02T06:47:37.919538,2.2511664733074666,peak,939
2026-05-02T06:48:04.919538,2.13761145634714,peak,966
2026-05-02T06:48:16.919538,2.3154611109923304,peak,978
2026-05-02T06:51:40.919538,2.878973154281763,peak,1182
2026-05-02T06:53:20.919538,2.676257150922711,peak,1282
2026-05-02T06:53:32.919538,2.745631499789268,peak,1294
2026-05-02T06:55:22.919538,2.60098304287001,peak,1404
2026-05-02T06:55:47.919538,2.0344512397911445,peak,1429
2026-05-02T06:59:08.919538,2.169619793018028,peak,1630
2026-05-02T06:59:54.919538,2.011622569949507,peak,1676
2026-05-02T07:00:14.919538,2.3923852819063964,peak,1696
2026-05-02T07:02:57.919538,2.242875933338933,peak,1859
2026-05-02T07:06:55.919538,3.562327010350643,peak,2097
2026-05-02T07:08:11.919538,2.289056300177159,peak,2173
2026-05-02T07:08:18.919538,2.7215864620161656,peak,2180
2026-05-02T07:08:36.919538,2.508808462690567,peak,2198
2026-05-02T07:09:47.919538,2.1721647805745707,peak,2269
2026-05-02T07:10:42.919538,2.028354607767616,peak,2324
2026-05-02T07:10:59.919538,3.4717790149835293,peak,2341
2026-05-02T07:12:35.919538,2.1279817791433078,peak,2437
2026-05-02T07:13:27.919538,2.0192473043770574,peak,2489
2026-05-02T07:15:05.919538,2.168397518812088,peak,2587
2026-05-02T07:17:31.919538,2.3597684009324094,peak,2733
2026-05-02T07:18:34.919538,2.702323583495136,peak,2796
2026-05-02T07:19:26.919538,2.223345703616116,peak,2848
2026-05-02T07:19:53.919538,2.3853969588342823,peak,2875
2026-05-02T07:21:49.919538,2.786407279366711,peak,2991
2026-05-02T07:22:44.919538,2.306351685549237,peak,3046
2026-05-02T07:23:12.919538,2.316585373528643,peak,3074
2026-05-02T07:24:33.919538,3.0019020290752128,peak,3155
2026-05-02T07:25:24.919538,2.045854715741524,peak,3206
2026-05-02T07:27:31.919538,2.343390148130056,peak,3333
2026-05-02T07:28:37.919538,2.3220876387953098,peak,3399
2026-05-02T07:29:08.919538,2.192037006916071,peak,3430
2026-05-02T07:31:55.919538,2.036448085013075,peak,3597
2026-05-02T07:32:47.919538,2.3185077949846358,peak,3649
2026-05-02T07:33:02.919538,2.2711508172094383,peak,3664
2026-05-02T07:33:14.919538,2.0321312405211205,peak,3676
2026-05-02T07:34:20.919538,2.589528766646687,peak,3742
2026-05-02T07:39:18.919538,2.0556094656991943,peak,4040
2026-05-02T07:40:06.919538,2.641318842577878,peak,4088
2026-05-02T07:40:34.919538,2.1949783957527744,peak,4116
2026-05-02T07:46:03.919538,2.051728907682433,peak,4445
2026-05-02T07:50:51.919538,3.6092283734266095,peak,4733
2026-05-02T07:51:07.919538,2.9925672777218613,peak,4749
2026-05-02T07:51:40.919538,2.4465578852591485,peak,4782
2026-05-02T07:51:45.919538,2.115065958677023,peak,4787
2026-05-02T07:53:37.919538,2.5099371444614955,peak,4899
2026-05-02T07:55:21.919538,2.587403103929986,peak,5003
2026-05-02T07:56:03.919538,2.077495960462855,peak,5045
2026-05-02T07:56:44.919538,2.0963465634852616,peak,5086
2026-05-02T07:57:14.919538,2.455105179788385,peak,5116
2026-05-02T07:57:27.919538,2.3035710482849305,peak,5129
2026-05-02T08:00:08.919538,2.1409512617954625,peak,5290
2026-05-02T08:01:27.919538,2.192400898954056,peak,5369
2026-05-02T08:04:55.919538,2.4777682378919086,peak,5577
2026-05-02T08:05:27.919538,2.1076016969877416,peak,5609
2026-05-02T08:05:39.919538,2.7589828364062123,peak,5621
2026-05-02T08:06:52.919538,2.0375080658416977,peak,5694
2026-05-02T08:10:14.919538,2.2291318761794403,peak,5896
2026-05-02T08:13:04.919538,2.23048846914547,peak,6066
2026-05-02T08:14:06.919538,2.0301273919832594,peak,6128
2026-05-02T08:17:12.919538,2.182027697723244,peak,6314
2026-05-02T08:21:35.919538,2.402712668991015,peak,6577
2026-05-02T08:22:15.919538,2.200811916165529,peak,6617
2026-05-02T08:26:58.919538,2.963402666514109,peak,6900
2026-05-02T08:27:45.919538,2.425767195852856,peak,6947
2026-05-02T08:28:16.919538,2.6754450542911163,peak,6978
2026-05-02T08:29:17.919538,2.801572851827008,peak,7039
2026-05-02T08:30:22.919538,2.3192561409439603,peak,7104
2026-05-02T08:32:09.919538,2.5108673437359834,peak,7211
2026-05-02T08:32:19.919538,2.780176619578535,peak,7221
2026-05-02T08:33:07.919538,2.72344519786912,peak,7269
2026-05-02T08:33:28.919538,2.1412050692361766,peak,7290
2026-05-02T08:35:55.919538,2.145819867627102,peak,7437
2026-05-02T08:36:14.919538,2.0901114443358506,peak,7456
2026-05-02T08:37:13.919538,2.21296022724752,peak,7515
2026-05-02T08:40:56.919538,2.074119987765756,peak,7738
2026-05-02T08:41:24.919538,2.396425132173754,peak,7766
2026-05-02T08:41:50.919538,2.631081460321568,peak,7792
2026-05-02T08:42:11.919538,3.4872402201298027,peak,7813
2026-05-02T08:42:28.919538,2.048296884915717,peak,7830
2026-05-02T08:43:19.919538,2.725717343498572,peak,7881
2026-05-02T08:45:13.919538,2.692415732484057,peak,7995
2026-05-02T08:47:33.919538,2.404789998854969,peak,8135
2026-05-02T08:48:27.919538,3.3529450884354963,peak,8189
2026-05-02T08:50:34.919538,2.018588290784752,peak,8316
2026-05-02T08:56:28.919538,3.5575253138820617,peak,8670
2026-05-02T08:56:35.919538,2.1630750821135263,peak,8677
2026-05-02T08:57:03.919538,2.0771994625487253,peak,8705
2026-05-02T09:01:14.919538,2.06201548504375,peak,8956
2026-05-02T09:05:22.919538,2.053721356278821,peak,9204
2026-05-02T09:06:29.919538,2.027387574996587,peak,9271
2026-05-02T09:08:58.919538,2.085255230928296,peak,9420
2026-05-02T09:12:57.919538,2.1057649934058933,peak,9659
2026-05-02T09:15:14.919538,2.00120565746863,peak,9796
2026-05-02T09:17:26.919538,2.3648187007139545,peak,9928
2026-05-02T09:19:06.919538,3.2256073214944925,peak,10028
2026-05-02T09:19:19.919538,2.5224544083430254,peak,10041
2026-05-02T09:19:48.919538,2.289669728683617,peak,10070
2026-05-02T09:20:06.919538,2.214373197896022,peak,10088
2026-05-02T09:21:28.919538,2.1225562968944534,peak,10170
2026-05-02T09:21:40.919538,2.417558759854708,peak,10182
2026-05-02T09:22:35.919538,2.216115834000867,peak,10237
2026-05-02T09:22:48.919538,2.0741328078060026,peak,10250
2026-05-02T09:23:30.919538,2.4464727814927,peak,10292
2026-05-02T09:24:37.919538,2.0739671526890606,peak,10359
2026-05-02T09:26:41.919538,2.045108370497908,peak,10483
2026-05-02T09:27:09.919538,2.6333714897579075,peak,10511
2026-05-02T09:31:40.919538,3.085029339200174,peak,10782
2026-05-02T09:34:14.919538,2.19916563590278,peak,10936
2026-05-02T09:35:40.919538,2.520494799355436,peak,11022
2026-05-02T09:37:19.919538,2.991459252277876,peak,11121
2026-05-02T09:37:55.919538,2.697102700150539,peak,11157
2026-05-02T09:38:35.919538,2.0790712566852583,peak,11197
2026-05-02T09:40:34.919538,2.334767641024436,peak,11316
2026-05-02T09:44:45.919538,2.06396242138196,peak,11567
2026-05-02T09:48:57.919538,2.201296062535289,peak,11819
2026-05-02T09:52:50.919538,2.1433447787263806,peak,12052
2026-05-02T09:53:20.919538,2.053384421330959,peak,12082
2026-05-02T09:53:33.919538,2.3778437259594134,peak,12095
2026-05-02T09:58:39.919538,2.2561509028161804,peak,12401
2026-05-02T09:59:44.919538,2.1515437500850534,peak,12466
2026-05-02T10:02:16.919538,2.038025221117843,peak,12618
2026-05-02T10:03:36.919538,2.738849797684784,peak,12698
2026-05-02T10:07:02.919538,2.19440778286383,peak,12904
2026-05-02T10:09:33.919538,2.3035939631840123,peak,13055
2026-05-02T10:11:01.919538,2.8229415275791423,peak,13143
2026-05-02T10:11:07.919538,2.052889939164369,peak,13149
2026-05-02T10:11:12.919538,2.1355153359483774,peak,13154
2026-05-02T10:12:27.919538,2.088136786254764,peak,13229
2026-05-02T10:13:56.919538,2.236692415844877,peak,13318
2026-05-02T10:16:01.919538,2.2829219966373677,peak,13443
2026-05-02T10:16:10.919538,2.691026462414813,peak,13452
2026-05-02T10:18:36.919538,2.026301305550376,peak,13598
2026-05-02T10:23:42.919538,2.8446825359494747,peak,13904
2026-05-02T10:26:03.919538,2.182606515904727,peak,14045
2026-05-02T10:27:36.919538,3.4510342771766847,peak,14138
2026-05-02T10:30:46.919538,2.27642176662088,peak,14328
2026-05-02T10:32:05.919538,2.1807163705682315,peak,14407
2026-05-02T10:34:05.919538,2.245871529043185,peak,14527
2026-05-02T10:34:46.919538,2.2759330878017368,peak,14568
2026-05-02T10:35:33.919538,2.621732371510648,peak,14615
2026-05-02T10:39:28.919538,2.1086236076936773,peak,14850
2026-05-02T10:40:22.919538,2.013563686405884,peak,14904
2026-05-02T10:40:39.919538,2.005607091021898,peak,14921
2026-05-02T10:43:04.919538,2.797352063171207,peak,15066
2026-05-02T10:47:16.919538,2.322581364128754,peak,15318
2026-05-02T10:48:30.919538,2.0855223386441426,peak,15392
2026-05-02T10:48:59.919538,2.1956008480478806,peak,15421
2026-05-02T10:49:25.919538,2.284991031220025,peak,15447
2026-05-02T10:49:44.919538,2.798220126913176,peak,15466
2026-05-02T10:50:56.919538,2.1045910570479585,peak,15538
2026-05-02T10:53:57.919538,2.0151688026516386,peak,15719
2026-05-02T10:54:20.919538,2.607919738178511,peak,15742
2026-05-02T10:55:39.919538,2.0462139537318578,peak,15821
2026-05-02T10:56:11.919538,2.0612580786688133,peak,15853
2026-05-02T10:56:17.919538,2.287154607778352,peak,15859
2026-05-02T10:58:41.919538,2.116170122234139,peak,16003
2026-05-02T11:01:17.919538,2.534909596890469,peak,16159
2026-05-02T11:01:27.919538,2.154080007826136,peak,16169
2026-05-02T11:01:49.919538,2.761494272425388,peak,16191
2026-05-02T11:04:11.919538,3.048347689594052,peak,16333
2026-05-02T11:04:17.919538,2.0145673055077733,peak,16339
2026-05-02T11:05:30.919538,2.1016973945439723,peak,16412
2026-05-02T11:07:52.919538,3.039888189060947,peak,16554
2026-05-02T11:08:03.919538,2.8624613139384016,peak,16565
2026-05-02T11:08:37.919538,2.506798163778849,peak,16599
2026-05-02T11:12:03.919538,2.116579251718228,peak,16805
2026-05-02T11:13:42.919538,2.186579153671022,peak,16904
2026-05-02T11:14:26.919538,2.183103909509376,peak,16948
2026-05-02T11:14:55.919538,3.501835751596327,peak,16977
2026-05-02T11:18:48.919538,2.027573294131204,peak,17210
2026-05-02T11:19:54.919538,2.098492575104114,peak,17276
2026-05-02T11:24:15.919538,2.408836138803264,peak,17537
2026-05-02T11:26:25.919538,2.1485041388983603,peak,17667
2026-05-02T11:31:07.919538,2.1024870775681097,peak,17949
2026-05-02T11:33:53.919538,2.1055486749362826,peak,18115
2026-05-02T11:36:07.919538,2.1694015134143667,peak,18249
2026-05-02T11:39:47.919538,3.7352192454470936,peak,18469
2026-05-02T11:40:16.919538,2.3877623019572907,peak,18498
2026-05-02T11:42:00.919538,2.2401543404910598,peak,18602
2026-05-02T11:42:19.919538,2.724122272932613,peak,18621
2026-05-02T11:44:39.919538,2.085936869726165,peak,18761
2026-05-02T11:44:44.919538,2.431914053511292,peak,18766
2026-05-02T11:47:16.919538,2.50233037972291,peak,18918
2026-05-02T11:51:37.919538,2.2108734425554184,peak,19179
2026-05-02T11:52:52.919538,2.054298234193041,peak,19254
2026-05-02T11:53:16.919538,2.377547417007128,peak,19278
2026-05-02T11:55:33.919538,2.094496303720657,peak,19415
2026-05-02T11:56:14.919538,2.3311772348558364,peak,19456
2026-05-02T11:56:53.919538,2.1866428557637647,peak,19495
2026-05-02T11:57:29.919538,3.01087482407056,peak,19531
2026-05-02T11:57:35.919538,2.439056504508302,peak,19537
2026-05-02T11:58:21.919538,2.360146383150407,peak,19583
2026-05-02T11:58:38.919538,2.0048059059024976,peak,19600
2026-05-02T11:59:20.919538,3.5623894045243416,peak,19642
2026-05-02T12:01:01.919538,2.112892548553841,peak,19743
2026-05-02T12:01:33.919538,2.759602703952924,peak,19775
2026-05-02T12:01:41.919538,2.4150960565977804,peak,19783
2026-05-02T12:02:45.919538,2.230266213809281,peak,19847
2026-05-02T12:03:03.919538,2.1728971508277524,peak,19865
2026-05-02T12:04:26.919538,4.06168513987227,peak,19948
2026-05-02T12:10:49.919538,2.931110087807281,peak,20331
2026-05-02T12:12:41.919538,2.7396619773214392,peak,20443
2026-05-02T12:14:26.919538,2.028634056993841,peak,20548
2026-05-02T12:15:24.919538,2.975742965676455,peak,20606
2026-05-02T12:15:42.919538,2.0161096468268243,peak,20624
2026-05-02T12:17:29.919538,2.3158575800639243,peak,20731
2026-05-02T12:18:05.919538,2.4094995570985938,peak,20767
2026-05-02T12:23:34.919538,2.503195725261267,peak,21096
2026-05-02T12:24:17.919538,2.0426948748660125,peak,21139
2026-05-02T12:25:04.919538,2.4940045653144853,peak,21186
2026-05-02T12:26:55.919538,2.343945968001133,peak,21297
2026-05-02T12:31:09.919538,2.287498944141613,peak,21551
2026-05-02T12:34:39.919538,2.3588293097076853,peak,21761
2026-05-02T12:38:18.919538,2.0134427023850296,peak,21980
2026-05-02T12:41:13.919538,2.602992407384828,peak,22155
2026-05-02T12:41:54.919538,2.0846036965171715,peak,22196
2026-05-02T12:45:45.919538,2.085750556607852,peak,22427
2026-05-02T12:46:17.919538,2.12676832527338,peak,22459
2026-05-02T12:47:17.919538,2.4267121034856,peak,22519
2026-05-02T12:54:01.919538,2.183098115041643,peak,22923
2026-05-02T12:55:09.919538,2.186143773471528,peak,22991
2026-05-02T12:55:41.919538,2.4572399129634706,peak,23023
2026-05-02T12:59:07.919538,4.371077109868866,peak,23229
2026-05-02T13:00:40.919538,2.077193061089497,peak,23322
2026-05-02T13:02:38.919538,2.6398465921035843,peak,23440
2026-05-02T13:03:41.919538,2.1523178414843223,peak,23503
2026-05-02T13:05:10.919538,2.6384927832846885,peak,23592
2026-05-02T13:05:26.919538,2.6901938322670427,peak,23608
2026-05-02T13:05:40.919538,2.353745337762579,peak,23622
2026-05-02T13:05:50.919538,3.1062258847139943,peak,23632
2026-05-02T13:09:57.919538,2.214078215029995,peak,23879
2026-05-02T13:10:06.919538,2.1438352769380025,peak,23888
2026-05-02T13:12:49.919538,2.063755418585324,peak,24051
2026-05-02T13:13:26.919538,3.0191940087696603,peak,24088
2026-05-02T13:14:48.919538,2.182258267163566,peak,24170
2026-05-02T13:16:07.919538,2.113270430866026,peak,24249
2026-05-02T13:16:35.919538,2.350485445502101,peak,24277
2026-05-02T13:19:22.919538,2.19555531806135,peak,24444
2026-05-02T13:19:53.919538,2.414856762119662,peak,24475
2026-05-02T13:20:08.919538,2.294779855249966,peak,24490
2026-05-02T13:20:59.919538,2.269533990738999,peak,24541
2026-05-02T13:21:43.919538,2.0576844928173705,peak,24585
2026-05-02T13:22:29.919538,2.233528235673917,peak,24631
2026-05-02T13:24:33.919538,2.438200408506866,peak,24755
2026-05-02T13:25:56.919538,2.202631295893817,peak,24838
2026-05-02T13:27:07.919538,2.4406030893962884,peak,24909
2026-05-02T13:27:14.919538,2.095646741265831,peak,24916
2026-05-02T13:29:09.919538,2.4508403087507986,peak,25031
2026-05-02T13:29:14.919538,2.548981427854008,peak,25036
2026-05-02T13:30:15.919538,2.170385502021163,peak,25097
2026-05-02T13:32:32.919538,2.0905784329662884,peak,25234
2026-05-02T13:33:00.919538,2.0623875727646133,peak,25262
2026-05-02T13:33:12.919538,2.095254191294578,peak,25274
2026-05-02T13:33:36.919538,2.4448003975895705,peak,25298
2026-05-02T13:34:03.919538,2.00432989723014,peak,25325
2026-05-02T13:44:00.919538,2.109733242243629,peak,25922
2026-05-02T13:44:29.919538,2.3972692931583817,peak,25951
2026-05-02T13:44:43.919538,2.331851232138537,peak,25965
2026-05-02T13:45:53.919538,2.068621556259305,peak,26035
2026-05-02T13:46:29.919538,3.739089551404277,peak,26071
2026-05-02T13:49:39.919538,2.337356452097602,peak,26261
2026-05-02T13:51:20.919538,2.156467740830037,peak,26362
2026-05-02T13:51:35.919538,2.146153548794004,peak,26377
2026-05-02T13:53:18.919538,2.419179490823098,peak,26480
2026-05-02T13:54:44.919538,3.038946235218832,peak,26566
2026-05-02T13:55:13.919538,2.1410545494648696,peak,26595
2026-05-02T13:55:30.919538,2.3572840007873537,peak,26612
2026-05-02T13:55:42.919538,2.153231037454853,peak,26624
2026-05-02T13:55:52.919538,2.1712090911114545,peak,26634
2026-05-02T13:58:08.919538,2.81936983569067,peak,26770
2026-05-02T14:00:21.919538,2.8180453887481587,peak,26903
2026-05-02T14:04:51.919538,2.2749583251690235,peak,27173
2026-05-02T14:09:08.919538,2.350108213093162,peak,27430
2026-05-02T14:09:35.919538,2.3483275454742643,peak,27457
2026-05-02T14:10:33.919538,2.602651988777239,peak,27515
2026-05-02T14:12:27.919538,2.888438595686223,peak,27629
2026-05-02T14:12:34.919538,2.515193991627126,peak,27636
2026-05-02T14:13:50.919538,2.259891529186802,peak,27712
2026-05-02T14:17:59.919538,2.834472743696616,peak,27961
2026-05-02T14:19:02.919538,2.2108415893570244,peak,28024
2026-05-02T14:19:34.919538,2.5049954405972046,peak,28056
2026-05-02T14:19:41.919538,2.097755246890547,peak,28063
2026-05-02T14:19:46.919538,2.946030312107943,peak,28068
2026-05-02T14:21:10.919538,2.204103250132115,peak,28152
2026-05-02T14:22:50.919538,2.612437636764147,peak,28252
2026-05-02T14:26:10.919538,2.2481504083736046,peak,28452
2026-05-02T14:26:21.919538,2.0094697434571613,peak,28463
2026-05-02T14:28:08.919538,2.1212061679218537,peak,28570
2026-05-02T14:29:46.919538,2.7112343686805023,peak,28668
2026-05-02T14:30:07.919538,2.0923710228702905,peak,28689
2026-05-02T14:30:35.919538,2.0062722338957557,peak,28717
2026-05-02T14:32:33.919538,2.277677420715124,peak,28835
2026-05-02T14:33:07.919538,2.604490052537677,peak,28869
2026-05-02T14:33:54.919538,2.5760271323805566,peak,28916
2026-05-02T14:35:11.919538,2.8957859145639397,peak,28993
2026-05-02T14:35:37.919538,2.763351382582691,peak,29019
2026-05-02T14:36:57.919538,2.7085908104634053,peak,29099
2026-05-02T14:37:10.919538,2.3140871379880776,peak,29112
2026-05-02T14:37:20.919538,2.0532292887194283,peak,29122
2026-05-02T14:40:09.919538,2.0966695697019464,peak,29291
2026-05-02T14:41:50.919538,2.3505120365217023,peak,29392
2026-05-02T14:42:48.919538,2.113072387415524,peak,29450
2026-05-02T14:43:28.919538,2.261182478401298,peak,29490
2026-05-02T14:45:39.919538,2.4231259721970853,peak,29621
2026-05-02T14:45:45.919538,2.581100677158723,peak,29627
2026-05-02T14:49:44.919538,2.036700299578736,peak,29866
2026-05-02T14:50:51.919538,3.177421753450078,peak,29933
2026-05-02T14:51:38.919538,2.0061947458697302,peak,29980
2026-05-02T14:51:47.919538,3.633004015030393,peak,29989
2026-05-02T14:52:09.919538,2.8323863752033143,peak,30011
2026-05-02T14:53:52.919538,2.838852889329213,peak,30114
