time_center_iso,zscore,kind,idx_local
2026-05-02T06:56:10.075000,2.4380607168394843,peak,903
2026-05-02T06:58:26.075000,2.0260001024328043,peak,1039
2026-05-02T07:10:14.075000,2.4149679834987405,peak,1747
2026-05-02T07:11:16.075000,2.428580629319304,peak,1809
2026-05-02T07:11:27.075000,2.291691036389802,peak,1820
2026-05-02T07:13:16.075000,2.2296491068281825,peak,1929
2026-05-02T07:15:01.075000,2.036561926721338,peak,2034
2026-05-02T07:15:27.075000,2.03151593979034,peak,2060
2026-05-02T07:18:18.075000,2.036492300935232,peak,2231
2026-05-02T07:19:36.075000,2.0953290467086907,peak,2309
2026-05-02T07:23:07.075000,3.579748937211596,peak,2520
2026-05-02T07:26:31.075000,2.5785461327798136,peak,2724
2026-05-02T07:26:41.075000,2.039295650485526,peak,2734
2026-05-02T07:27:08.075000,2.162669902322228,peak,2761
2026-05-02T07:31:46.075000,2.850944265241264,peak,3039
2026-05-02T07:31:59.075000,2.147379591940613,peak,3052
2026-05-02T07:36:11.075000,2.250933874215617,peak,3304
2026-05-02T07:37:00.075000,2.1355580682717044,peak,3353
2026-05-02T07:38:41.075000,3.0199896634174683,peak,3454
2026-05-02T07:41:19.075000,2.229876364229136,peak,3612
2026-05-02T07:42:47.075000,2.7374862992211133,peak,3700
2026-05-02T07:43:22.075000,2.1603943443553355,peak,3735
2026-05-02T07:44:11.075000,2.4040334380342285,peak,3784
2026-05-02T07:45:06.075000,3.149027350055061,peak,3839
2026-05-02T07:45:11.075000,2.1216734025211905,peak,3844
2026-05-02T07:46:02.075000,2.295425194859221,peak,3895
2026-05-02T07:48:16.075000,2.217279591839996,peak,4029
2026-05-02T07:54:52.075000,3.191254200508015,peak,4425
2026-05-02T07:56:53.075000,2.1565167375186003,peak,4546
2026-05-02T07:57:02.075000,2.1172519585850718,peak,4555
2026-05-02T08:01:12.075000,2.3514339203482257,peak,4805
2026-05-02T08:02:42.075000,4.763469391357833,peak,4895
2026-05-02T08:02:47.075000,2.4884257772317224,peak,4900
2026-05-02T08:04:23.075000,2.06814158678703,peak,4996
2026-05-02T08:07:36.075000,2.4653371580501697,peak,5189
2026-05-02T08:09:01.075000,2.141527020329536,peak,5274
2026-05-02T08:10:45.075000,2.3965142048370454,peak,5378
2026-05-02T08:11:01.075000,2.071439679076436,peak,5394
2026-05-02T08:11:27.075000,2.164424952402308,peak,5420
2026-05-02T08:15:48.075000,2.158252442778165,peak,5681
2026-05-02T08:18:33.075000,2.102163898153127,peak,5846
2026-05-02T08:20:54.075000,2.6967930433873524,peak,5987
2026-05-02T08:21:03.075000,2.325990264532251,peak,5996
2026-05-02T08:21:24.075000,2.544795106255099,peak,6017
2026-05-02T08:24:02.075000,2.494844202512877,peak,6175
2026-05-02T08:28:37.075000,2.2273003143243955,peak,6450
2026-05-02T08:29:42.075000,2.641533240788062,peak,6515
2026-05-02T08:31:17.075000,2.1379176889334386,peak,6610
2026-05-02T08:33:33.075000,3.517880144762101,peak,6746
2026-05-02T08:45:13.075000,2.36605291801086,peak,7446
2026-05-02T08:45:56.075000,2.746245405613156,peak,7489
2026-05-02T08:49:47.075000,3.217687397390287,peak,7720
2026-05-02T08:50:17.075000,2.6916451960900667,peak,7750
2026-05-02T08:53:10.075000,2.687466076228985,peak,7923
2026-05-02T08:55:18.075000,2.625863125737219,peak,8051
2026-05-02T08:56:02.075000,2.6486100748351764,peak,8095
2026-05-02T08:56:30.075000,2.237607366998532,peak,8123
2026-05-02T08:56:53.075000,2.4487039777492576,peak,8146
2026-05-02T08:57:04.075000,2.424120952196443,peak,8157
2026-05-02T08:58:20.075000,2.5207652977109065,peak,8233
2026-05-02T09:00:03.075000,3.0097136772202173,peak,8336
2026-05-02T09:01:13.075000,2.0310241389931862,peak,8406
2026-05-02T09:04:43.075000,2.294204776454937,peak,8616
2026-05-02T09:10:13.075000,2.08475998674221,peak,8946
2026-05-02T09:11:11.075000,2.049257775395331,peak,9004
2026-05-02T09:14:27.075000,2.3302398634127823,peak,9200
2026-05-02T09:15:36.075000,2.439213245380309,peak,9269
2026-05-02T09:20:17.075000,2.0741568470438607,peak,9550
2026-05-02T09:20:30.075000,2.0678447115538066,peak,9563
2026-05-02T09:20:55.075000,3.390031406271672,peak,9588
2026-05-02T09:25:27.075000,2.056626018301596,peak,9860
2026-05-02T09:26:27.075000,2.5042501407365667,peak,9920
2026-05-02T09:27:25.075000,2.1718021559734,peak,9978
2026-05-02T09:29:01.075000,2.23285895959131,peak,10074
2026-05-02T09:29:14.075000,2.378697355101385,peak,10087
2026-05-02T09:33:32.075000,2.011528528789797,peak,10345
2026-05-02T09:35:21.075000,2.782074962343182,peak,10454
2026-05-02T09:37:13.075000,2.4133378412590645,peak,10566
2026-05-02T09:40:55.075000,7.345564770211045,peak,10788
2026-05-02T09:41:01.075000,2.158489922572887,peak,10794
2026-05-02T09:41:13.075000,2.542655796142937,peak,10806
2026-05-02T09:41:20.075000,3.476873937037908,peak,10813
2026-05-02T09:41:33.075000,3.730078428690456,peak,10826
2026-05-02T09:41:42.075000,3.2998517305967816,peak,10835
2026-05-02T09:41:55.075000,2.526308411243036,peak,10848
2026-05-02T09:42:17.075000,2.016323767815636,peak,10870
2026-05-02T09:42:28.075000,2.0413319760373367,peak,10881
2026-05-02T09:42:42.075000,2.372344250814109,peak,10895
2026-05-02T09:44:40.075000,2.22122864024737,peak,11013
2026-05-02T09:46:29.075000,2.126061090223529,peak,11122
2026-05-02T09:48:37.075000,3.5698301372274863,peak,11250
2026-05-02T09:49:20.075000,2.451232508609126,peak,11293
2026-05-02T09:50:48.075000,2.076747371045479,peak,11381
2026-05-02T09:51:07.075000,10.141913284043948,peak,11400
2026-05-02T09:51:14.075000,5.705964503832774,peak,11407
2026-05-02T09:51:22.075000,2.9705209584087804,peak,11415
2026-05-02T09:51:29.075000,2.953196977767457,peak,11422
2026-05-02T09:51:34.075000,5.06887166656321,peak,11427
2026-05-02T09:51:40.075000,4.475601656003733,peak,11433
2026-05-02T09:51:51.075000,2.909558303582356,peak,11444
2026-05-02T09:52:04.075000,3.1365509047264357,peak,11457
2026-05-02T09:52:19.075000,2.607548879678222,peak,11472
2026-05-02T09:52:37.075000,2.2060169309525466,peak,11490
2026-05-02T09:52:42.075000,2.40238336643312,peak,11495
2026-05-02T09:53:11.075000,3.668417351099389,peak,11524
2026-05-02T09:54:04.075000,2.75995976547683,peak,11577
2026-05-02T09:55:49.075000,2.7570501454825025,peak,11682
2026-05-02T09:57:21.075000,2.0241415962792337,peak,11774
2026-05-02T09:59:42.075000,2.540305646247522,peak,11915
2026-05-02T10:02:14.075000,2.447126899754447,peak,12067
2026-05-02T10:05:50.075000,2.076994933410403,peak,12283
2026-05-02T10:06:17.075000,2.499132397278196,peak,12310
2026-05-02T10:07:45.075000,2.232521983853579,peak,12398
2026-05-02T10:08:03.075000,2.67787121946064,peak,12416
2026-05-02T10:09:30.075000,2.34586817442969,peak,12503
2026-05-02T10:09:52.075000,2.60061178065654,peak,12525
2026-05-02T10:11:04.075000,2.4774668648940343,peak,12597
2026-05-02T10:16:12.075000,2.4901740066043274,peak,12905
2026-05-02T10:16:28.075000,2.065847553333904,peak,12921
2026-05-02T10:18:01.075000,2.373259985591792,peak,13014
2026-05-02T10:18:55.075000,2.389676429653788,peak,13068
2026-05-02T10:19:00.075000,3.2219741970910456,peak,13073
2026-05-02T10:19:07.075000,2.546074962113252,peak,13080
2026-05-02T10:23:34.075000,2.6231727211387605,peak,13347
2026-05-02T10:25:29.075000,2.082436555201899,peak,13462
2026-05-02T10:26:55.075000,2.382866067475831,peak,13548
2026-05-02T10:29:10.075000,2.065848838754369,peak,13683
2026-05-02T10:33:19.075000,2.1173157827002025,peak,13932
2026-05-02T10:37:22.075000,3.3879657989624388,peak,14175
2026-05-02T10:38:22.075000,2.173121429927788,peak,14235
2026-05-02T10:39:24.075000,2.0234629462868097,peak,14297
2026-05-02T10:40:37.075000,2.456199632498754,peak,14370
2026-05-02T10:41:21.075000,2.338190533246729,peak,14414
2026-05-02T10:41:47.075000,3.2638799088862407,peak,14440
2026-05-02T10:46:44.075000,2.886658188802633,peak,14737
2026-05-02T10:47:06.075000,2.1045933310055656,peak,14759
2026-05-02T10:49:05.075000,2.124752639559956,peak,14878
2026-05-02T10:51:38.075000,2.2013538644079342,peak,15031
2026-05-02T10:55:56.075000,2.9516357394403774,peak,15289
2026-05-02T10:57:16.075000,2.035904783662797,peak,15369
2026-05-02T10:57:29.075000,2.168816999877483,peak,15382
2026-05-02T10:58:36.075000,2.306039154631063,peak,15449
2026-05-02T11:05:36.075000,2.324804973816786,peak,15869
2026-05-02T11:09:31.075000,2.05288281457452,peak,16104
2026-05-02T11:10:54.075000,2.07897740197582,peak,16187
2026-05-02T11:11:22.075000,2.087618817204372,peak,16215
2026-05-02T11:11:50.075000,2.123542161104489,peak,16243
2026-05-02T11:14:21.075000,2.3150522685483583,peak,16394
2026-05-02T11:15:56.075000,2.234267196611205,peak,16489
2026-05-02T11:16:17.075000,2.0074118469238846,peak,16510
2026-05-02T11:17:45.075000,2.962525894952201,peak,16598
2026-05-02T11:18:26.075000,2.3892124273852997,peak,16639
2026-05-02T11:19:02.075000,2.9871366986419936,peak,16675
2026-05-02T11:22:53.075000,2.166116546293151,peak,16906
2026-05-02T11:26:44.075000,2.0465595794417037,peak,17137
2026-05-02T11:27:42.075000,2.9122642881203755,peak,17195
2026-05-02T11:30:32.075000,2.1544183769716003,peak,17365
2026-05-02T11:31:34.075000,2.5295086857131,peak,17427
2026-05-02T11:36:02.075000,3.0624755496382963,peak,17695
2026-05-02T11:36:09.075000,2.383611330639908,peak,17702
2026-05-02T11:36:23.075000,2.1501396218064843,peak,17716
2026-05-02T11:36:28.075000,2.2065389906156345,peak,17721
2026-05-02T11:37:34.075000,2.567166878458106,peak,17787
2026-05-02T11:41:01.075000,2.533103553197264,peak,17994
2026-05-02T11:42:42.075000,2.396811949613449,peak,18095
2026-05-02T11:43:07.075000,2.2030434181175926,peak,18120
2026-05-02T11:47:18.075000,2.071015180205288,peak,18371
2026-05-02T11:48:59.075000,2.010215738833932,peak,18472
2026-05-02T11:49:34.075000,2.041344747571197,peak,18507
2026-05-02T11:51:43.075000,3.079526006247775,peak,18636
2026-05-02T11:53:02.075000,2.266303081336187,peak,18715
2026-05-02T11:53:28.075000,2.832930897999799,peak,18741
2026-05-02T11:53:58.075000,2.360753460416342,peak,18771
2026-05-02T11:54:05.075000,2.7295438520600688,peak,18778
2026-05-02T11:54:29.075000,2.984906451287761,peak,18802
2026-05-02T11:57:01.075000,2.714954979065498,peak,18954
2026-05-02T11:59:28.075000,2.2665537340871094,peak,19101
2026-05-02T11:59:56.075000,2.8762197252572936,peak,19129
2026-05-02T12:00:19.075000,2.078080695860267,peak,19152
2026-05-02T12:01:33.075000,2.022736313265393,peak,19226
2026-05-02T12:02:18.075000,2.421986757759702,peak,19271
2026-05-02T12:05:20.075000,2.352221591353448,peak,19453
2026-05-02T12:06:01.075000,2.207855134779559,peak,19494
2026-05-02T12:06:58.075000,2.269119381086808,peak,19551
2026-05-02T12:08:18.075000,2.2899799938175707,peak,19631
2026-05-02T12:08:44.075000,2.1578698011454067,peak,19657
2026-05-02T12:10:04.075000,2.142513401697933,peak,19737
2026-05-02T12:11:48.075000,2.001044765638384,peak,19841
2026-05-02T12:12:10.075000,2.6519705140536614,peak,19863
2026-05-02T12:15:41.075000,2.947464176306376,peak,20074
2026-05-02T12:17:08.075000,2.752365140672268,peak,20161
2026-05-02T12:17:31.075000,3.354022620523033,peak,20184
2026-05-02T12:17:37.075000,2.3382957394127666,peak,20190
2026-05-02T12:17:56.075000,2.5334298963263877,peak,20209
2026-05-02T12:21:39.075000,2.088816519673119,peak,20432
2026-05-02T12:22:04.075000,2.214926818551169,peak,20457
2026-05-02T12:22:32.075000,2.090623579207148,peak,20485
2026-05-02T12:22:37.075000,2.359307187732244,peak,20490
2026-05-02T12:23:26.075000,2.136286987601373,peak,20539
2026-05-02T12:24:41.075000,2.2158771297312425,peak,20614
2026-05-02T12:28:18.075000,2.3332050880015,peak,20831
2026-05-02T12:31:20.075000,2.2954245242192832,peak,21013
2026-05-02T12:33:44.075000,2.795169267155147,peak,21157
2026-05-02T12:35:14.075000,2.097988088755136,peak,21247
2026-05-02T12:35:27.075000,2.057216005956355,peak,21260
2026-05-02T12:35:54.075000,2.215783379948607,peak,21287
2026-05-02T12:38:11.075000,2.240067337690077,peak,21424
2026-05-02T12:40:34.075000,2.7306739062852508,peak,21567
2026-05-02T12:42:33.075000,2.747875221412294,peak,21686
2026-05-02T12:44:27.075000,2.0127798549225187,peak,21800
2026-05-02T12:48:20.075000,2.3744343059833866,peak,22033
2026-05-02T12:51:30.075000,3.0685640384616706,peak,22223
2026-05-02T12:51:53.075000,2.128990208512219,peak,22246
2026-05-02T12:54:00.075000,2.20228938211944,peak,22373
2026-05-02T12:54:10.075000,2.504801513668104,peak,22383
2026-05-02T12:55:00.075000,2.4859016885116048,peak,22433
2026-05-02T12:55:59.075000,2.1789994305568765,peak,22492
2026-05-02T12:56:51.075000,2.588717962097812,peak,22544
2026-05-02T12:57:51.075000,2.446554309662916,peak,22604
2026-05-02T12:58:50.075000,2.266880401805385,peak,22663
2026-05-02T13:01:15.075000,2.358346637953848,peak,22808
2026-05-02T13:01:40.075000,2.326238528057701,peak,22833
2026-05-02T13:02:38.075000,2.425860183428441,peak,22891
2026-05-02T13:02:44.075000,2.5189724374710907,peak,22897
2026-05-02T13:03:39.075000,2.3762096377012205,peak,22952
2026-05-02T13:04:14.075000,2.588195380764683,peak,22987
2026-05-02T13:06:28.075000,2.1811688643048983,peak,23121
2026-05-02T13:07:05.075000,2.4114784315518816,peak,23158
2026-05-02T13:09:20.075000,2.0946319086688447,peak,23293
2026-05-02T13:09:28.075000,2.325633641920511,peak,23301
2026-05-02T13:09:45.075000,2.047146282696449,peak,23318
2026-05-02T13:14:57.075000,2.9938759235706955,peak,23630
2026-05-02T13:16:22.075000,2.160561444916496,peak,23715
2026-05-02T13:18:22.075000,2.677621403692183,peak,23835
2026-05-02T13:21:22.075000,2.3871046591692573,peak,24015
2026-05-02T13:25:23.075000,2.443517575244862,peak,24256
2026-05-02T13:29:54.075000,2.114598968655475,peak,24527
2026-05-02T13:31:29.075000,2.435828020501133,peak,24622
2026-05-02T13:31:35.075000,2.246470975460941,peak,24628
2026-05-02T13:32:17.075000,2.267447979729512,peak,24670
2026-05-02T13:34:02.075000,2.6656951304706085,peak,24775
2026-05-02T13:34:09.075000,2.402551535997891,peak,24782
2026-05-02T13:34:51.075000,2.0273531151093307,peak,24824
2026-05-02T13:37:00.075000,2.420096784771925,peak,24953
2026-05-02T13:37:32.075000,2.5510013606234576,peak,24985
2026-05-02T13:40:37.075000,2.1213950822069783,peak,25170
2026-05-02T13:41:25.075000,2.2593490539140864,peak,25218
2026-05-02T13:42:08.075000,2.490731141561684,peak,25261
