time_center_iso,zscore,kind,idx_local
2026-05-02T06:23:46.119539,2.047135598522652,peak,635
2026-05-02T06:25:19.119539,2.84119309465906,peak,728
2026-05-02T06:25:25.119539,2.1382947072960814,peak,734
2026-05-02T06:26:03.119539,2.543981809791757,peak,772
2026-05-02T06:26:29.119539,2.9868671317672346,peak,798
2026-05-02T06:26:36.119539,2.599706205562804,peak,805
2026-05-02T06:26:42.119539,2.6082597328396897,peak,811
2026-05-02T06:27:05.119539,2.394560079691146,peak,834
2026-05-02T06:29:05.119539,2.0463538558298464,peak,954
2026-05-02T06:29:27.119539,3.469847165638905,peak,976
2026-05-02T06:29:38.119539,2.619095599875446,peak,987
2026-05-02T06:30:17.119539,3.3428907213400234,peak,1026
2026-05-02T06:30:31.119539,2.119001479785572,peak,1040
2026-05-02T06:30:44.119539,2.478181812478608,peak,1053
2026-05-02T06:31:02.119539,2.344322654346252,peak,1071
2026-05-02T06:32:02.119539,2.081203768831089,peak,1131
2026-05-02T06:32:11.119539,2.9863106154605044,peak,1140
2026-05-02T06:32:17.119539,2.0592689712684025,peak,1146
2026-05-02T06:32:45.119539,2.230674523777521,peak,1174
2026-05-02T06:32:53.119539,3.064968835636185,peak,1182
2026-05-02T06:33:02.119539,2.297174856103983,peak,1191
2026-05-02T06:33:09.119539,2.9928896021324536,peak,1198
2026-05-02T06:33:15.119539,2.549690084089454,peak,1204
2026-05-02T06:36:03.119539,2.410053747785495,peak,1372
2026-05-02T06:36:13.119539,2.72456913855137,peak,1382
2026-05-02T06:36:19.119539,2.073842373832231,peak,1388
2026-05-02T06:36:50.119539,2.3577052303246453,peak,1419
2026-05-02T06:39:07.119539,2.1893783894160146,peak,1556
2026-05-02T06:39:16.119539,3.123796879694249,peak,1565
2026-05-02T06:39:35.119539,2.2310995057505094,peak,1584
2026-05-02T06:41:16.119539,2.0645325245584174,peak,1685
2026-05-02T06:42:10.119539,2.298701214898361,peak,1739
2026-05-02T06:42:22.119539,2.530169305663533,peak,1751
2026-05-02T06:42:28.119539,2.204953263790584,peak,1757
2026-05-02T06:43:43.119539,2.0542188046298446,peak,1832
2026-05-02T06:44:32.119539,2.8102884115099496,peak,1881
2026-05-02T06:45:44.119539,2.57070754639072,peak,1953
2026-05-02T06:45:56.119539,2.004497858800664,peak,1965
2026-05-02T06:46:04.119539,2.0506270647012346,peak,1973
2026-05-02T06:47:28.119539,2.1272688728549025,peak,2057
