bin,mean_z,p90_z,mean_z_smooth,tide_norm
-24.0,1.0926078507550911,1.7644229634193924,0.9072415967029603,0.4474970915869264
-23.5,0.7218753426508296,1.4070792242178154,0.7276964347151534,0.8114651851509171
-23.0,0.7276964347151534,1.416422844611236,0.7271018511336551,1.1296825640894925
-22.5,0.7271018511336551,1.4001117511714432,0.7271018511336551,1.3838912722786176
-22.0,0.724595654816857,1.4113007843786003,0.724595654816857,1.559841589620333
-21.5,0.7127423030768482,1.3694205872373326,0.7177536561333943,1.6481889839443362
-21.0,0.7177536561333943,1.38212782508838,0.7146957822030438,1.6450749857878928
-20.5,0.7146957822030438,1.3848730682252202,0.7146957822030438,1.552354114091784
-20.0,0.7120317830746394,1.3826189598468936,0.7146957822030438,1.3774520081513266
-19.5,0.7147191676657012,1.3921703613980514,0.7120317830746394,1.1328639483128815
-19.0,0.7028297731067936,1.3653115978032104,0.7079909468880009,0.8353264046030323
-18.5,0.7079909468880009,1.3853221729819591,0.7028297731067936,0.5047156033634246
-18.0,0.700511509752832,1.3621532981729472,0.700511509752832,0.1627449473015761
-17.5,0.6996097358288764,1.3511885054207124,0.700511509752832,-0.1684537080246964
-17.0,0.7219096996059879,1.3895043056059353,0.7104317866252907,-0.4677722958652498
-16.5,0.7104317866252907,1.3870368317747153,0.7105340764467383,-0.716498100919501
-16.0,0.7105340764467383,1.3891225205003492,0.7105340764467383,-0.8995250345787578
-15.5,0.7217512676891304,1.400813958242567,0.7130961024599324,-1.006325470138921
-15.0,0.7130961024599324,1.375335212539264,0.7130961024599324,-1.0316191298900432
-14.5,0.7123107575793699,1.3905928268248369,0.7130961024599324,-0.9756953304067155
-14.0,0.7180106637428496,1.3874691803812556,0.7180106637428496,-0.8443675834083463
-13.5,0.7293388903762842,1.4184732316241608,0.7180106637428496,-0.6485636340594445
-13.0,0.7086937924324795,1.3800331492076428,0.719451200969573,-0.403577920436812
-12.5,0.719451200969573,1.3915617068806196,0.7097205038142628,-0.1280355912749306
-12.0,0.7097205038142628,1.3706207652501448,0.7097205038142628,0.15736382889833378
-11.5,0.6999844569827591,1.366674304457965,0.7097205038142628,0.4312405321447948
-11.0,0.7175455081545038,1.3841110030217822,0.7118469532674517,0.6729745765356976
-10.5,0.7118469532674517,1.37543572049319,0.7168949353203402,0.8640972889518204
-10.0,0.7168949353203402,1.39946789057545,0.7168949353203402,0.9895422255604089
-9.5,0.7169188330919257,1.3844449634493168,0.7169188330919257,1.0386731154688797
-9.0,0.7204516170100583,1.4079938743546971,0.7204516170100583,1.0060207554400502
-8.5,0.7465419440237733,1.4422463323379284,0.7465419440237733,0.8916798393133157
-8.0,0.7517430738643297,1.4403216187692873,0.7517430738643297,0.7013389531826802
-7.5,0.76392742202451,1.4813192702036793,0.76392742202451,0.44594099192752895
-7.0,0.7894996167949149,1.54728939217799,0.7894996167949149,0.14099548224589764
-6.5,0.8276359633112234,1.6243813552852533,0.8276359633112234,-0.19441285490389762
-6.0,0.8721269467505843,1.7297473639381449,0.8721269467505843,-0.5388550010900564
-5.5,0.9031432746367521,1.8431902325556653,0.9031432746367521,-0.8699479158970315
-5.0,1.0184785176263473,2.186419952087275,0.9907278893303062,-1.1658135572460746
-4.5,0.9907278893303062,2.1274134359303623,1.0184785176263473,-1.4065113800942803
-4.0,1.0458466318309938,2.2824824005245423,1.0458466318309938,-1.5753506428860242
-3.5,1.0928298922929125,2.397724232641526,1.0458466318309938,-1.6599965753185146
-3.0,1.0248346606829082,2.198567903464162,1.0353044139830014,-1.6532978121446997
-2.5,1.0353044139830014,2.2363997452857367,1.0248346606829082,-1.5537806057960533
-2.0,0.9575447292322332,2.0121400534068954,0.9575447292322332,-1.3657770136381675
-1.5,0.9108405528296918,1.894115304222187,0.9108405528296918,-1.0991780971981735
-1.0,0.8832781938773145,1.792789637067696,0.8832781938773145,-0.7688276124039355
-0.5,0.8218701088886559,1.607337853194211,0.8832781938773145,-0.39359511361465666
0.0,1.134385383929406,1.8038152212087062,0.978127746409031,0.004811693283032504
